artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
Cœur De Pirate,spotify:track:3BROl8FUuHPJ6Swvv29PFi,spotify:artist:2eRNMtoi82UZUuaL6naDjA,Prémonition,spotify:album:0A9bRihBwAmfudignnjtXL,177693,"en cas de tempête, ce jardin sera fermé.",Cœur De Pirate
Sia,spotify:track:4VcmwsJTnbO8Q9ABYnNAiE,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,The Greatest,spotify:album:65SUPjKr59ncdHY2LxeYiz,210920,This Is Acting (Deluxe Edition),Sia
King Princess,spotify:track:53jbdPQBaH6WaQvW0zmGBs,spotify:artist:6beUvFUlKliUYJdLOXNj9C,Talia,spotify:album:5Z9ThGv7MrUjdZJREO9GOF,207720,Talia,King Princess
Courtney Barnett,spotify:track:78WZjgNZuIEb8yOQOOvbA1,spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y,Charity,spotify:album:2ewbfsDYWpTxIfPFftdSty,250120,Tell Me How You Really Feel,Courtney Barnett
Donna Missal,spotify:track:4tjiivmWTWMLeFiLDuQpdG,spotify:artist:4QFHHdZkeqmneDQqKIjAN8,Girl,spotify:album:5KOz4nicWdTO5isezQXHLd,229866,Girl,Donna Missal
k.d. lang,spotify:track:0wCrg1LhgPcGMw51qqpI6k,spotify:artist:6W1BHDF0T4a4KYcSwzD586,Constant Craving,spotify:album:22TXLyA5GOT19O9hIdAHLE,277240,Recollection,k.d. lang
The Aces,spotify:track:5YY6Z7YnjGOPxYy8ooZmLC,spotify:artist:2AmfMGi3WZMxqFDHissIAe,Volcanic Love,spotify:album:2lsQE89fPFInz2J62K6waw,205977,When My Heart Felt Volcanic,The Aces
Shannon Saunders,spotify:track:4A6tXDSHlNmSVGAhYjM3jq,spotify:artist:0R99HoFbo8665kwfOtbvxb,Atlas,spotify:album:5yWZ80J9HQTfHFJcVkU3NR,217125,Atlas,Shannon Saunders
Kelela,spotify:track:1IMXP55WFCNNKWN1iyjhim,spotify:artist:1U0sIzpRtDkvu1hXXzxh60,Onanon,spotify:album:6pw1XPub1bSMq03ASVqRVu,271564,Take Me Apart,Kelela
Ji Nilsson,spotify:track:6fsDOOHoe0qH0GLB4Aqwqf,spotify:artist:4gXoprttD6M0HwTqQNsxOY,Proud,spotify:album:17RObh2peMLwPMXg9OKuvd,186573,Proud,Ji Nilsson
Austra,spotify:track:47XIhh2fd9Cwi7o9NhzbzD,spotify:artist:1o43SzzuLoyOxqThmp7s0g,Painful Like,spotify:album:1YPEIFsbeW9mJ1vCdFt8ci,239586,Olympia,Austra
Whitney Lindquist,spotify:track:1OvK0albaOlQp4in5SIo4W,spotify:artist:118P2e7JBu0x9T4C6N39a0,Her,spotify:album:79gF42mhwz8EmD1IGYXhGv,230317,Stripped,Whitney Lindquist
Demi Lovato,spotify:track:73Qlt0XuhuYzEigjitm2ze,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Cool for the Summer,spotify:album:4HLTw1RgvSZkSLAc3pU9kU,214739,Confident (Deluxe Edition),Demi Lovato
Alyson Stoner,spotify:track:2WSZRMMVKMdJG7S3KqrtlH,spotify:artist:5ZuWrQzWBgJXbAfcLx2WTL,When It's Right,spotify:album:2JqLLVBCNDduvgXYPlpyfG,166315,When It's Right,Alyson Stoner
Nakala,spotify:track:4BfaaZIHfLSXwSVh4y96FX,spotify:artist:4dw1gYD42SHeDoxl7SKDhS,OTT,spotify:album:3s6mmajjhWWx1EUxIdZwHz,201000,Owe It To You - EP,Nakala
Beth Ditto,spotify:track:5yHmkXEK225be9S7A5VpaF,spotify:artist:7y8lzaGqtadGmtAtg2SGv4,I Wrote the Book,spotify:album:3tALUE6LjM6TyHQ1MufW6w,204880,EP,Beth Ditto
Avalon Young,spotify:track:0bRYfN2oTP0HcKA8WsBUQ7,spotify:artist:0J8scIzEPTBSRTqzL9GnCv,Sweet Talk,spotify:album:1zlO3C2jS3ASlqRLEQyZa7,177931,Sweet Talk,Avalon Young
Tiffany Gouché,spotify:track:5Pc6e95PaTPy0RsnL9MBgb,spotify:artist:2IEnjZsVDEPKUTxNinyqba,Dive,spotify:album:3amn5vqSUNI86LAdIRDN4b,206431,Dive - Single,Tiffany Gouché
Young M.A,spotify:track:5rTA7RosLJvZZ3UrsYqV7F,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,Bonnie,spotify:album:23Fvpx2T1drg9lJ4WC0fXl,204391,Herstory,Young M.A
be steadwell,spotify:track:49pJ5Y5tKtyhwrNCjTJ6PA,spotify:artist:3u5pK1PzrhvlC0shYIJ1Tl,Netflix (feat. Asha Santee),spotify:album:0dxiRy5tK8dUwTJ3w911mR,158493,Queer Love Songs,"be steadwell, Asha Santee"
Meshell Ndegeocello,spotify:track:7G7KEYi11RGKKBMOTS29pa,spotify:artist:0uZRjholJ0fVC2J9EvnYnj,Sometimes It Snows in April,spotify:album:31HcIpZ9GOo9aKUPYwV3kG,425219,Ventriloquism,Meshell Ndegeocello
Kodie Shane,spotify:track:7JmwjDvhHti8qvgGR2iuZv,spotify:artist:1CUeN4GnHAGUk9nAXPorF4,Kissing Pink,spotify:album:5A9u1cGERDRjW2wDLSSq4s,155115,Kissing Pink,Kodie Shane
Savages,spotify:track:1Wq2ujMsdwMHDBkG1aCYCv,spotify:artist:1WFsBUAgQmrGQQEUyFKS60,Husbands,spotify:album:0aMC5DDAF86GvYNPaivEKd,170133,Silence Yourself,Savages
Daphne Willis,spotify:track:663uroxaoZPo9nuZYGibBA,spotify:artist:40Qm9cpj6FlrkoL1sziJ2S,Do It Like This,spotify:album:5TwUVS3aNDbUEFp4BAS0DF,161379,Do It Like This,Daphne Willis
The Harmaleighs,spotify:track:5dHtvNePlL1IkYOK6hi4ZP,spotify:artist:0JpiOyzO3e8FYCsDe8EaUN,Every Single Night,spotify:album:2TOpxHZUwdfUCNvyYK1nHJ,266610,Every Single Night,The Harmaleighs
Melissa Ferrick,spotify:track:0N9Y3D354Co14ZckMT7VCu,spotify:artist:6t9IqIePOaGmN4dsL5qQgS,Drive,spotify:album:76zsDgBCzR2eoYxplxHagj,395466,Freedom,Melissa Ferrick
Miley Cyrus,spotify:track:6aP62822amG9iAvSIPffBr,spotify:artist:5YGY8feqx7naU7z4HrwZM6,She's Not Him,spotify:album:5xG9gJcs9ut3qDWezHUlsX,213960,Younger Now,Miley Cyrus
Angel Haze,spotify:track:66Cl8DBb0lN92Zxc6DuzRe,spotify:artist:2cyyGl4qnHZL0o16t0fpJl,Moonrise Kingdom,spotify:album:1MxoNDGYqAgNg3Y7zlaxGi,267383,Back to the Woods,Angel Haze
Sizzy Rocket,spotify:track:2mOUGinvOzTwfy0btUk0qp,spotify:artist:2CBvbVxhd3ZJXRTCl88H7E,Bestie,spotify:album:32WQrb1hs7N3dgp1fSeRi6,209893,THRILLS,Sizzy Rocket
Pia Mia,spotify:track:6fhWH0doyn7cSOgjgsuLPh,spotify:artist:1BhWF9W2PngtPSyobKg0rP,"Hold On, We're Going Home",spotify:album:3sHGkl7UfE9JGDLv5sC7H5,181600,The Gift,Pia Mia
Moaning Lisa,spotify:track:7F80RFbX4viYZvkGGlbqov,spotify:artist:1WXcSHJO5BPd3oxAfsUDQo,Carrie (I Want A Girl),spotify:album:1FYLeOEhhhHZkICwAeXQLE,235885,Carrie (I Want A Girl),Moaning Lisa
Lipstick Homicide,spotify:track:4MYEpjYsQ4EdKnUQAp3v1V,spotify:artist:5J6uj0yBahnpt2roe5lY6t,Rockerchick,spotify:album:1fMyx8BL42U5SygIIhXnbX,126760,Out Utero,Lipstick Homicide
Jessica Manning,spotify:track:4PNQULKmjgECmNIbItMDPY,spotify:artist:495DZlpFUSFRNJLDpeBYKf,Kiss Me,spotify:album:6uFeHu1f4Lc6x4JnTUkeQw,256666,"Covers, Vol. 4",Jessica Manning
girl in red,spotify:track:5rDzL33WiYowiXlZhwWvst,spotify:artist:3uwAm6vQy7kWPS2bciKWx9,girls,spotify:album:7fnNlZ1txYTCsfhIja9XLj,198400,girls,girl in red
WILLOW,spotify:track:0RCpze7hmowZIGUJs9Dm7w,spotify:artist:3rWZHrfrsPBxVy692yAIxF,Marceline,spotify:album:0wfne2JijoxJm0qzJd3V5h,136760,ARDIPITHECUS,WILLOW
Princess Nokia,spotify:track:6M1sRwraMMNUVCLUvo4e1B,spotify:artist:6lay1nwbE6hTx1jivysUAL,Tomboy,spotify:album:0HDrblLFAsyyytu3xKtbnL,217439,1992 Deluxe,Princess Nokia
Chynna,spotify:track:4NPbQGqPwjpLkgu28AYjOA,spotify:artist:41TSOINjztNAFtwuGenWVA,bets,spotify:album:4FsH8LooSRDH53HhEPe8hz,138612,music 2 die 2,Chynna
Cara Delevingne,spotify:track:2oG6KxenlD7xNmzUGZY9xD,spotify:artist:4sv0K6oriSqkSI5O9bQbmd,"I Feel Everything - From ""Valerian and the City of a Thousand Planets""",spotify:album:28Hb0B0RZsMGA386iCx4Mj,182760,"I Feel Everything (From ""Valerian and the City of a Thousand Planets"")",Cara Delevingne
Ria Mae,spotify:track:20PcmTRTw6CPlMYRiSCtd5,spotify:artist:3QvuHlyW42Ei3AyGOO4AMT,Girlfriend - Stripped Down,spotify:album:5wyfggn0KUKcXcByx1cbAk,186144,Girlfriend (Stripped Down),Ria Mae
Ängie,spotify:track:0LLnI7kJ6FSwomGoWIx01U,spotify:artist:3pgtze01npIBY3DCDD5flw,Housewife Spliffin',spotify:album:6GGNIAmN6fUT5JEflIF8CC,201733,Housewife Spliffin',Ängie
The Blow,spotify:track:2nyuP0aVQ4mdGM5VE7AbsN,spotify:artist:3VNDPLoRirZi28lxSEYkZQ,"""Come On Petunia""",spotify:album:2XDq3rvACjwYoiSI5Be3BE,226786,Poor Aim: Love Songs,The Blow
Syd,spotify:track:0IaiJbZebXLqfetAkMEZzU,spotify:artist:3jk39CGeaaSO3FPKNx1RUx,Body,spotify:album:59Bbr32pMTFHlUb8Nv1Kr0,262053,Fin,Syd
Lowell,spotify:track:0CatI2bU3aCGe05pJsPGuF,spotify:artist:3MJ2o2vTovueQARKmOzHls,Cloud 69,spotify:album:10uoDqvsI31bw5oouIbsWr,222973,We Loved Her Dearly,Lowell
Soko,spotify:track:7dnrJItpF3gZ1OkmH4wUW6,spotify:artist:4Q3f2YYH4gQxWFS3WY5G3j,First Love Never Die,spotify:album:3cHXwn0MrO70sTxVRY5mij,262226,I Thought I Was An Alien,Soko
Kaki King,spotify:track:2IeOgn7m7SnlAE5fquVutV,spotify:artist:1s2pki7lATUaBOL76E3vCV,I Think She Knows,spotify:album:2DWzJZWQBEttYUP8X9bDUG,184813,Guilt By Association Vol. 2,Kaki King
Missy Higgins,spotify:track:2mjwGMDY5Io7GtGfAn00LL,spotify:artist:6aP8ry8w3bSNyfyqhE8rGf,Secret,spotify:album:5a0yup4Q20b2TxoW5dWKI3,248480,On A Clear Night (Deluxe),Missy Higgins
Maris,spotify:track:5gOk0ahAp9m0qJgrPnte7y,spotify:artist:09bKmqPEgvIbqhkiO7fIU6,Boys,spotify:album:58bMYyOTOielgUowqZuBw3,179813,Boys,Maris
Shura,spotify:track:2ylVfK4pVfeSV4zxieyT2B,spotify:artist:1qpR5mURxk3d8f6mww6uKT,Touch,spotify:album:2igeHhP9UZ7ko10H1K0DbP,214555,Nothing's Real,Shura
Dream Wife,spotify:track:6nVEkpMdoxA1xjcur12B7V,spotify:artist:2DaP4uXwKOXAaD77XokW9a,Somebody,spotify:album:5ALipDbGrV5mJxJqt1MNN1,209947,Dream Wife,Dream Wife
Lauren Ruth Ward,spotify:track:4s25mRE55lYB4pYXRdlhxw,spotify:artist:6RFGwX2bAZqXSeXfdqzXUY,I Feel Cool,spotify:album:0E403A9AmdRLuIx99iJ8oW,177853,Lauren Ruth Ward - EP,Lauren Ruth Ward
Amandla Stenberg,spotify:track:2vT2lOR19A03pPC1BnqFz5,spotify:artist:0DK7ZkQ9RydhZnOhI6j6Ck,Let My Baby Stay,spotify:album:1U364yhBi3v5U7BvW7tjKb,144933,Let My Baby Stay,Amandla Stenberg
Vanessa Carlton,spotify:track:5y69gQtK33qxb8a24ACkCy,spotify:artist:5ILrArfIV0tMURcHJN8Q07,A Thousand Miles,spotify:album:7D6BFTArx2ajtkKRVXIKO2,237493,Be Not Nobody,Vanessa Carlton
Christine and the Queens,spotify:track:2ILilOGEh31uHITYFazrLM,spotify:artist:04vj3iPUiVh5melWr0w3xT,Tilted,spotify:album:0xWXamgZr4z2zSYrvcoOar,233247,Chaleur Humaine,Christine and the Queens
Miki Ratsula,spotify:track:4jt1LSZ6mQxufdrWzkrKoc,spotify:artist:3Yq0Ww7oAbgxcoOxthlS30,Radiant Warmth,spotify:album:44ER1zGyuw1MzYQLBnVPQZ,285407,Every Shade of Blue - EP,Miki Ratsula
phem,spotify:track:3H6de7vWCzmfkj5XB052Yu,spotify:artist:0MGJHTThvyAyqKuEAgPqDr,blinders,spotify:album:6dS8OBluMTDKFKszepTzJv,175983,blinders,phem
The Greeting Committee,spotify:track:7CrTWohCuzWE9VqeErADr8,spotify:artist:1MIe1z4RdqLqHSJsb7EBMm,She's A Gun,spotify:album:0l3LrcbSoZe3bFBNktXxYU,196821,Meeting People Is Easy,The Greeting Committee
Lovers,spotify:track:7puo4S8ClhmRBQoZ2Rqbi6,spotify:artist:0uRcRqK4PBk2LJBQ9TUq7q,Girl in the Grass,spotify:album:04AGkBRdeAH5coyV2rkY9U,258000,A Friend in the World,Lovers
Tiara Thomas,spotify:track:2I5iXD51j7CkVG8wrGqxNm,spotify:artist:69FykkhiqpzqeSNYRxc8BI,Retro 1's,spotify:album:2qzet4vhLtNVOrv2J1OYTr,173466,FWMM,Tiara Thomas
Lucy Spraggan,spotify:track:2TxcfaWqSgAep9enCCzjig,spotify:artist:3QLPy7F0m9XgChp2Lk9B3N,Fight for It,spotify:album:5otMKAaRkAAJk1PDcL7R5C,216920,I Hope You Don't Mind Me Writing,Lucy Spraggan
RoxXxan,spotify:track:5mgbIinNRlqTCFNU10VAM4,spotify:artist:4r6EpPgUwlfHiziwld4Dwd,Too Fucking Facety,spotify:album:2gUCSW2BCH6D4XSmEOm4dC,181342,Black Arkitec Presents Queenz Uv da Undaground,RoxXxan
Beth O'Reilly,spotify:track:5qWbdrM9ioSVfuDIrDqYt5,spotify:artist:4EElyIuQ7Tt8pIJatRZe42,Vignette,spotify:album:3Ef6f6kQ6uAtyhd1dRlAN0,243713,See You In November,Beth O'Reilly
Marika Hackman,spotify:track:6Qjk6ZEltFhFqCIU2cp4Yd,spotify:artist:5DGJC3n9DS0Y9eY5ul9y0O,Boyfriend,spotify:album:58IxxVGqidZ8sLWNKeknlH,239346,I'm Not Your Man (Deluxe),Marika Hackman
Asobi Seksu,spotify:track:4qfP4divr2At9B7GlYI1r2,spotify:artist:7vXdfh8G9fJVGvfUSkqf62,Trails,spotify:album:2e2UUeLy9wGgZByfYTSUek,240035,Trails,Asobi Seksu
Beatrice Eli,spotify:track:3B5Gcq2VDjfsT7nqQkN0J3,spotify:artist:1lzoEy8yiIBiHOuaO4h5Wj,That's Not Us,spotify:album:6Lelp5AaeRwLLX0HqbWJFF,283586,That's Not Us,Beatrice Eli
Gossip,spotify:track:48eUcHz6HlIXU8tVdv9Lk1,spotify:artist:3sFTupo9UGgrujjN21BjwR,Heavy Cross,spotify:album:5986Ox60Imwum9mn64LDPl,242773,Live In Liverpool / Music For Men,Gossip
God Is My Co-Pilot,spotify:track:6eY7QtqVFQ1rDBmVSLddOT,spotify:artist:595cF94SwW4pjAaXVzrRYp,Steal Yr GF,spotify:album:04LikfrZ5KAUJ9RyJb5nML,84346,The Best Of God Is My Co-pilot,God Is My Co-Pilot
Amanda Palmer,spotify:track:00cBbYhjnOBO0mO67EZHdB,spotify:artist:726Dh6A5VyDfAAQxilT6A0,The Killing Type,spotify:album:1HzlQAXKROb3KA4blk2a0e,269853,Theatre Is Evil (AUS/NZ Bonus Version),"Amanda Palmer, The Grand Theft Orchestra"
Amy Winehouse,spotify:track:6nLvaCZFR1wEzW3sIKpsnr,spotify:artist:6Q192DXotxtaysaqNPy5yR,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",spotify:album:0E4xv5gPjykrwBgBZzI8XG,233733,Back To Black (Deluxe Edition),Amy Winehouse
Ladyhawke,spotify:track:1YhzlKAGZCgFmu3maqDQtl,spotify:artist:5TfnQ0Ai1cEbKY5katFK14,My Delirium,spotify:album:31AFNVRlzhlhqX9LCwPfHF,254480,Ladyhawke (Deluxe Edition),Ladyhawke
Christina Aguilera,spotify:track:0dmBhUb8BZnd0F8rEhzpTI,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,Maria,spotify:album:7MfUiQkVEDkOSmU83A2C9q,274760,Liberation,Christina Aguilera
Domo Wilson,spotify:track:2z5cGLizHK4KsJzpzUZQt7,spotify:artist:2h2fB0j2IN50sSwolVO1AZ,Not Even Her (Interlude),spotify:album:6dZVN99u26oJrUB3zlBpv3,107467,Hear Me Now,Domo Wilson
Reesa Renee,spotify:track:6LqT8lsWNYPlrByU72MkUL,spotify:artist:1sP9nzoMXxaI0LiU1uWoLL,Hello Mama,spotify:album:1G7CUFe5Pm7xbwfQ6l8M9w,214257,Lovers Rock,Reesa Renee
TORRES,spotify:track:1rnmw8pCjaYaLKzZg2dj4p,spotify:artist:3lrDYjsghBMfUTiLziD9q9,"Don't Run Away, Emilie",spotify:album:1EbIfYtE6PdK30IKwYBoKl,290520,Torres,TORRES
