artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
Saara Aalto,spotify:track:7wg4XkjkSDZDfSLELES1wR,spotify:artist:2OsS8RgsvMnTgDsbWVzzPn,DANCE!!!,spotify:album:4VOQgglx8Hj8hAPQCQcgyo,197430,Wild Wild Wonderland,Saara Aalto
MUNA,spotify:track:0bPSRn4crnh5f1JhELPlyL,spotify:artist:6xdRb2GypJ7DqnWAI2mHGn,I Know A Place,spotify:album:0mfj2MrZptbPw7K5Wo4ikY,272813,About U,MUNA
Hurray For The Riff Raff,spotify:track:6NnAL3hpHKZWOqXUj2U9pc,spotify:artist:2xLEV2jDreAOcpJXFNoXyt,Living in the City,spotify:album:5adjXoQAbZTTTFmifa3qCN,196893,The Navigator,Hurray For The Riff Raff
The Blow,spotify:track:0AcZL4zY29jBlVp2lVA23O,spotify:artist:3VNDPLoRirZi28lxSEYkZQ,True Affection,spotify:album:44TBeWVP4PNrz8ymxbPzoE,203013,Paper Television,The Blow
The xx,spotify:track:1zuKjpp4t7BS8JPKi6mkQr,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,Angels,spotify:album:2cRMVS71c49Pf5SnIlJX3U,171653,Coexist,The xx
Wild Black,spotify:track:7HlRRZLteNkpJGwhNWeg3I,spotify:artist:4Wx9VgJKF7vpegF1V1zHzS,Moon Star Lover,spotify:album:14GXZWEAaANqQMCneF5iiG,262343,Moon Star Lover,Wild Black
Kera & the Lesbians,spotify:track:4FPRWEfHn398H0UaDFzDkq,spotify:artist:7tS4uXuthmcQR85x9gR1QJ,Witch's Tit,spotify:album:5PTLb38YkQHazrZNd6J8KO,213093,Kera & the Lesbians,Kera & the Lesbians
Angel Haze,spotify:track:66Cl8DBb0lN92Zxc6DuzRe,spotify:artist:2cyyGl4qnHZL0o16t0fpJl,Moonrise Kingdom,spotify:album:1MxoNDGYqAgNg3Y7zlaxGi,267383,Back to the Woods,Angel Haze
No Girlfriends,spotify:track:3TqbEroNHLIDqER2swwG3q,spotify:artist:42B8aTW7HILyuaFPprBwXH,Sheets,spotify:album:1sUQWmNoJx6d3MfLOYIpCW,166018,Sheets,No Girlfriends
Janelle Monáe,spotify:track:5al9is1AQnaI3lTi20DUG6,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs,Cold War,spotify:album:7MvSB0JTdtl1pSwZcgvYQX,203626,The ArchAndroid,Janelle Monáe
Cœur De Pirate,spotify:track:4TebWmEYsYpdh3suakII7q,spotify:artist:2eRNMtoi82UZUuaL6naDjA,Carry On,spotify:album:4nQg1mUddBTQqnBTDyHCr6,215360,Roses,Cœur De Pirate
Tracy Chapman,spotify:track:2M9ro2krNb7nr7HSprkEgo,spotify:artist:7oPgCQqMMXEXrNau5vxYZP,Fast Car,spotify:album:6hmmX5UP4rIvOpGSaPerV8,296800,Tracy Chapman,Tracy Chapman
Lower Dens,spotify:track:7K1W45RdlsDiKEowF7hJJv,spotify:artist:5uTJLo3c4ZHpH8oEwGxYUN,Galapagos,spotify:album:6rx96PrG4n2r80W391kTfZ,260522,The Competition,Lower Dens
Screaming Females,spotify:track:5Kd4uMRkIeLJ1xYQ4tBPlf,spotify:artist:3pZ666b6CyO1KGpVYirY0t,I'll Make You Sorry,spotify:album:1fOxg0lovMu0CPUT2G1WCL,251480,All at Once,Screaming Females
Christine and the Queens,spotify:track:38UmFlYXLq3ZYxZ28gQGLT,spotify:artist:04vj3iPUiVh5melWr0w3xT,iT,spotify:album:6icxSA6dVp16bBXaeAMSYG,218159,Christine And The Queens,Christine and the Queens
Savages,spotify:track:2UGLwTvRN0CHLAhVlcBjCs,spotify:artist:1WFsBUAgQmrGQQEUyFKS60,Surrender (Trentemøller Remix),spotify:album:4DKAJlf6YGZ1c1yCp21bMp,368754,Surrender (Trentemøller Remix),Savages
Mount Moriah,spotify:track:6rGGxHtVSLLYNm8AH9tbGt,spotify:artist:0NIClyUOoNPl2GQouxBYH7,Younger Days,spotify:album:56815EJbq3bmoYtcoDP695,183206,Miracle Temple,Mount Moriah
Shawn Colvin,spotify:track:4mOxpj82q6n3EO7HBZCelX,spotify:artist:0K7VN4aHxHcEb7PqkfoIVA,Sunny Came Home,spotify:album:3EZXmJz03Dj8sB3K26Gmx8,264200,A Few Small Repairs,Shawn Colvin
Rhiannon Scutt,spotify:track:5Qhn6WgCoaS4E8qang2BN1,spotify:artist:1ZLQzDMiUYRLrlk65jf75x,Stevie,spotify:album:36cNdm4UMUMZu25oOgk5FF,224727,Stevie,Rhiannon Scutt
FOXTROTT,spotify:track:1OKULlMIHhr4k4118tTUwX,spotify:artist:0fL7CM2Gv7L0r4Z2JsYtXu,Take Me I'm Here,spotify:album:4c64g8avg8vOWpVYWiiivv,261721,Meditations I-II-III,FOXTROTT
k.d. lang,spotify:track:5TK55y7SXDt36Fi14WBG8X,spotify:artist:6W1BHDF0T4a4KYcSwzD586,Constant Craving,spotify:album:1XHEQqyatYvfK5cEJfkPeK,281773,Ingénue (25th Anniversary Edition),k.d. lang
Ariane Moffatt,spotify:track:2nTu3jikKUP01bD5GkxgoD,spotify:artist:5x9UA1g9OYt1wCyPb0YN8l,Walls of the World,spotify:album:5GUIokWQutqoCjNqn7PpNw,267280,Ma,Ariane Moffatt
Courtney Barnett,spotify:track:7uoQRNx100em2FLLxnqym0,spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y,Pedestrian at Best,spotify:album:1WBps8cIMT6LYVq5rYh5ze,230560,"Sometimes I Sit and Think, And Sometimes I Just Sit",Courtney Barnett
Mary Lambert,spotify:track:3V3iy4K6paycRmTyrjQVwi,spotify:artist:5Z2NUZiY3FA00HKu5WTMhA,Secrets,spotify:album:7mmdJJoGtwStzZImLRmRFS,223405,Heart On My Sleeve (Deluxe),Mary Lambert
Brandy Clark,spotify:track:11ztTGjFtV3MNoNx0XvApC,spotify:artist:5vMAKlvvMNSRQRYCAvpG6S,Same Devil (feat. Brandi Carlile),spotify:album:6XL1xCLdUOU6j35YspCkqO,187466,Same Devil (feat. Brandi Carlile),"Brandy Clark, Brandi Carlile"
