,artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
113,Todrick Hall,spotify:track:0nzsxcMmkFwfLB8IJ6Ok9g,spotify:artist:0gBvuNzrFCOVaiyKexoYMH,"Nails, Hair, Hips, Heels",spotify:album:35sdN1DEfjFcOATBtQwHxt,236190,"Haus Party, Pt. 1",Todrick Hall
114,Ceréna,spotify:track:5nwLNgUGgBsBE4en888WIV,spotify:artist:6jdYcGAF6rLHIf1uc21w37,hearts on fire,spotify:album:6KA4tzrQUIeOZVBhyK2s24,217401,hearts on fire,Ceréna
115,Kesha,spotify:track:14wPnCr1Z8CIHBVpnpcTVt,spotify:artist:6LqNN22kT3074XbTVUrhzX,Raising Hell (feat. Big Freedia),spotify:album:4HZ195qaMlhiKebUtF36ni,169693,High Road,"Kesha, Big Freedia"
116,cupcakKe,spotify:track:0lsw4q8Jei7gEoV7kFe3DS,spotify:artist:76SlrtEaq2oViRXulxjfuM,Lgbt,spotify:album:0Gg0Pn44Sh7FYtBDzgc5CF,161332,Audacious,cupcakKe
117,LEOPOLD,spotify:track:5jVttlApEIi5HVEPEM1Ili,spotify:artist:2HitUvk40lssir4iFwElKb,Girlfriend,spotify:album:6d9uOUh0NovAyxUbyZ2i4Z,152891,Girlfriend,LEOPOLD
118,Planningtorock,spotify:track:2WG1viSIDuppYqxCDjfq7n,spotify:artist:7qHOphlWaJrfFa0BqpayDG,Let's Talk About Gender Baby,spotify:album:0Cc7BlKV0vZnGPx0fAFqY7,261086,All Love's Legal,Planningtorock
119,MKSM,spotify:track:5kKhCAkN5POJlOT02AgS4b,spotify:artist:6PrTFzpmEtnqnQzmIYcWjN,Be Alright,spotify:album:6k5KQUeYyFv5VJfJ7IaNqs,189233,Be Alright,MKSM
120,Adore Delano,spotify:track:3OJ34PxLlQZX8l6Ku0tyTF,spotify:artist:3tdsh4B7GuigHI4vPtUs87,I Adore U,spotify:album:1fjGYWLyDPItMHLbu2QMeQ,222833,Till Death Do Us Party,Adore Delano
121,Pabllo Vittar,spotify:track:5GsJcnO3rgpZFOrzL2EISO,spotify:artist:6tzRZ39aZlNqlUzQlkuhDV,Flash Pose,spotify:album:7a8LBp4khqUFgSc4j8tVgN,152932,Flash Pose,"Pabllo Vittar, Charli XCX"
122,Beyoncé,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Run the World (Girls),spotify:album:1gIC63gC3B7o7FfpPACZQJ,236093,4,Beyoncé
123,Janelle Monáe,spotify:track:5gW5dSy3vXJxgzma4rQuzH,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs,Make Me Feel,spotify:album:2PjlaxlMunGOUvcRzlTbtE,194230,Dirty Computer,Janelle Monáe
124,LEOPOLD,spotify:track:6K2xbGNo6xDXIQUIBcLfuq,spotify:artist:2HitUvk40lssir4iFwElKb,GMSTL,spotify:album:4DCNQLSJi1vB3P8CY6fRCW,213429,All I See,LEOPOLD
125,Gloria Gaynor,spotify:track:4xmjDH6auBwuZ4GHimjXGe,spotify:artist:6V6WCgi7waF55bJmylC4H5,I Will Survive - Single Version,spotify:album:2wV72iMZZu677uYCw2giDC,197573,Colour Collection,Gloria Gaynor
126,MKSM,spotify:track:1tRGluAnOJhgrMIXr8yrv9,spotify:artist:6PrTFzpmEtnqnQzmIYcWjN,Chosen Family,spotify:album:7sxkWgpW53C2yX2sU7iPb1,189904,Chosen Family,MKSM
127,Chaka Khan,spotify:track:1oFiPGBafH9Woo9AMwgBSl,spotify:artist:6mQfAAqZGBzIfrmlZCeaYT,I'm Every Woman,spotify:album:2lvaLIoEg3hwL2dybu6zTC,249600,Chaka,Chaka Khan
128,Melanie C,spotify:track:2bgpF7aLazrxM7YMHdvYOX,spotify:artist:60vX3zLcdKRXvKLITVh5Df,Who I Am,spotify:album:5dtw6GtbfpZ6pCyLWTHhTa,212419,Who I Am,Melanie C
129,Casey MQ,spotify:track:6Td3TgDprTXpigowgTgp0J,spotify:artist:2LCeCCDzbmCOqnV33eB3q8,Candyboy,spotify:album:4YyCBg1Ja24pptWBoatVlH,202026,babycasey,Casey MQ
130,LEOPOLD,spotify:track:4KWOWTEbBdyICmaDbYWv8y,spotify:artist:2HitUvk40lssir4iFwElKb,All I See,spotify:album:4DCNQLSJi1vB3P8CY6fRCW,204584,All I See,LEOPOLD
131,Sam Smith,spotify:track:1fipvP2zmef6vN2IwXfJhY,spotify:artist:2wY79sveU1sp5g7SokKOiI,I’m Ready (with Demi Lovato),spotify:album:44msshHeN6irJ1md7GVSlU,200838,I’m Ready (with Demi Lovato),"Sam Smith, Demi Lovato"
132,Planningtorock,spotify:track:6XN90Gm9t5YKpvlmrJn11G,spotify:artist:7qHOphlWaJrfFa0BqpayDG,Much to Touch,spotify:album:7b6alDTeGmsWxmcLOBC9j3,282498,Powerhouse,Planningtorock
133,jaako,spotify:track:3NfY0u2EG8xnBlvJl3vthW,spotify:artist:50z9rmfaP5jMniImSDur7N,want your lies,spotify:album:3kuXi8b8DfnWt2FCizksSZ,129504,want your lies,"jaako, Beni Fahr"
134,Mykki Blanco,spotify:track:51FNfc26Vj9R7J1mCospQ3,spotify:artist:2tSv9mEQSuNVMGr9qjYfkr,Wish You Would,spotify:album:1yE95lst5ODh8lMBSMlbl0,172953,Spring​/​Summer 2014,"Mykki Blanco, Princess Nokia"
135,Dorian Electra,spotify:track:4C9DiRUDbryWo0FRjozaoo,spotify:artist:202HZzqKvPsMHcbwnDZx7u,Man To Man,spotify:album:4svcCm5yRZtKE0tXn4n1cn,197757,Flamboyant,Dorian Electra
136,RuPaul,spotify:track:40fX0BlY8HRW9vtzFuKutC,spotify:artist:2SdOKxC1sSxEyv8JYERaNe,"Read U Wrote U (Ellis Miah Mix) [feat. The Cast of RuPaul's Drag Race All Stars, Season 2]",spotify:album:2oV9XhduLLzxul02gwQ2be,322155,"Read U Wrote U (Ellis Miah Mix) [feat. The Cast of RuPaul's Drag Race All Stars, Season 2]","RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 2"
137,Cakes da Killa,spotify:track:5XTHtGlwtzGYK1D3gGnW4m,spotify:artist:6MoQZOH2KnQrJhVtO9VoXC,New Phone (Who Dis),spotify:album:6Od4fzT5IooQiJhnfkfD02,214213,Hedonism,Cakes da Killa
138,Mavi Phoenix,spotify:track:2aiPNEszBHHmdNhwe0SCxF,spotify:artist:0Lt05xaSe2ACmAiSkIdcSm,Romantic Mode,spotify:album:0w4QpAcUNsnrvDegFcZQJ5,153641,Romantic Mode,Mavi Phoenix
139,LEOPOLD,spotify:track:2inqQSEmM3eh27QoTDo0B9,spotify:artist:2HitUvk40lssir4iFwElKb,Letter,spotify:album:4pNyFDeJ5CynVMjf5tIDDb,161988,Letter,LEOPOLD
140,Adore Delano,spotify:track:1aOZJX21RtBjHft7ziyGN2,spotify:artist:3tdsh4B7GuigHI4vPtUs87,I Look Fuckin Cool,spotify:album:5pvC99rDKiQjTQno7PtnpL,232359,Till Death Do Us Party,"Adore Delano, Alaska Thunderfuck"
141,NVDES,spotify:track:6OkXuvyW9lZ2yKLRPeHzCP,spotify:artist:5L6tkH3jDmFBX9dYdFFQXy,D.Y.T. (Do Your Thing),spotify:album:4RVyEpIxyJyadEMiJWVyC6,175417,D.Y.T. (Do Your Thing),"NVDES, REMMI"
142,Calvin Harris,spotify:track:5N5k9nd479b1xpDZ4usjrg,spotify:artist:7CajNmpbOovFoOoasH2HaY,Promises (with Sam Smith),spotify:album:2tpWgbBdzjkaJVJzR4T8y1,213309,Promises (with Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez"
143,Tokio Hotel,spotify:track:3YISnCr0jpI5MFgrErJid5,spotify:artist:46aNfN89JrOQTCy97GoCHa,Melancholic Paradise,spotify:album:76txjxyeKzKNXzZ4CUU4Co,195339,Melancholic Paradise,Tokio Hotel
144,MKSM,spotify:track:2YuDDtVuAyQ46fEmPy6XDw,spotify:artist:6PrTFzpmEtnqnQzmIYcWjN,Sirens,spotify:album:0WE4RgA49ILk8uyCO7j4r5,175210,Sirens,MKSM
145,Dua Lipa,spotify:track:7JSH9jmLF2BfoZmYlQq5I0,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Physical,spotify:album:5SWCH8JoA3iIsDGQxKEJ2Q,193829,Future Nostalgia,Dua Lipa
146,Netta,spotify:track:6n2eIfLj0wOOUkUfNmYzlh,spotify:artist:4Z4afeDmHFxPmJorIwupbZ,Toy,spotify:album:21YEfZ84TzdjNvOWEdwjeF,180230,Toy,Netta
147,LEOPOLD,spotify:track:6HspXltwPsVKoKqwCtaveV,spotify:artist:2HitUvk40lssir4iFwElKb,This,spotify:album:1UcxZFDAAe3xaold9XC6ue,218806,This,LEOPOLD
148,Queen,spotify:track:7hQJA50XrCWABAu5v6QZ4i,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Don't Stop Me Now - Remastered 2011,spotify:album:21HMAUrbbYSj9NiPPlGumy,209413,Jazz (Deluxe Remastered Version),Queen
149,Macklemore & Ryan Lewis,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,spotify:artist:5BcAKTbp20cv7tC5VqPFoC,Same Love (feat. Mary Lambert),spotify:album:76FXHQhTuT4QMIxfL09gX8,318525,The Heist,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Mary Lambert"
150,Sam Vance-Law,spotify:track:5xc6u9hkln81Q9U14Z05Os,spotify:artist:2M5w5QrYTg2yiuURwaQLEF,Gayby,spotify:album:1IyYWLHyzOGOpav1iN2RRC,174546,Gayby,Sam Vance-Law
151,Hercules & Love Affair,spotify:track:2acK24b60RQD2zBpW0Zsrw,spotify:artist:1WHoAjAWGx5qLsgzpaOk7W,Blind - Radio Edit,spotify:album:4vdHNQcsvi2eUFjxrEXoig,345560,Blind,Hercules & Love Affair
152,RuPaul,spotify:track:5PHPENfE3RVmHGAA2A7Hfx,spotify:artist:2SdOKxC1sSxEyv8JYERaNe,Sissy That Walk,spotify:album:3stAjHtCDSCavGtkxzvYE7,212693,Born Naked,RuPaul
153,Kalifa,spotify:track:31WIkt099num18R8nsQhZv,spotify:artist:0e53LR6d2xTKZz9om9ZGyO,Wut,spotify:album:1v8Py9AQuLOfJTzKsTtHy8,167488,Hey,Kalifa
154,Hervé,spotify:track:2UwCXCPetkLgqDSeTKuQGx,spotify:artist:0lmpSjaPzC8ChqeFQ6Z3VS,Tear The House Up,spotify:album:7qjBgBbKTKiClcmpiKvgVf,280645,Tear The House Up,"Hervé, Zebra Katz"
155,Mykki Blanco,spotify:track:6Agn2NBxm4oRnrz0vHX3Qg,spotify:artist:2tSv9mEQSuNVMGr9qjYfkr,Loner,spotify:album:4cntQBhZNC6JbyvSGGn80t,206441,Mykki,"Mykki Blanco, Jean Deaux"
156,Electric Six,spotify:track:1bs2kmXeGoo8HEQaNDL1sT,spotify:artist:4xNadaO5ZZLVJdqDIVVIua,Gay Bar,spotify:album:2FgBWLd3fYCdXIXMVGEBXa,140906,Fire,Electric Six
157,Xiu Xiu,spotify:track:3ImzhtcIFK8sASVZwjQkiX,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9,The Call,spotify:album:38iPetlNFRLKvHthQrd30Q,197247,Forget,Xiu Xiu
158,Neon Trees,spotify:track:6fFuOXIrVHUmSI8IM889wa,spotify:artist:0RpddSzUHfncUWNJXKOsjy,Sleeping With A Friend,spotify:album:0GWiQsYkFersPWJ0I3ZNUC,228840,Pop Psychology,Neon Trees
159,Greg Gould,spotify:track:5JT3OqAEbLy0iq7Hktxphq,spotify:artist:7scMWGksw0YUGUVuewfyJo,Euphoria,spotify:album:70DOBhfLCpaYNxZBpTM9rw,230857,Don't Let Go - EP,Greg Gould
160,Conchita Wurst,spotify:track:1ijX03QOR6a1wI322HifSV,spotify:artist:1TGdxJ3UvFq055SVjwx49v,Rise Like a Phoenix,spotify:album:3Fpq5QWmRxZtEE8h8bm04S,183000,Conchita,Conchita Wurst
161,Troye Sivan,spotify:track:0nhBKubnVz9yFNNprBniWz,spotify:artist:3WGpXCj9YhhfX11TToZcXP,YOUTH,spotify:album:2mRBvhDWqm8Fj2U0F6mMY4,185194,Blue Neighbourhood (Deluxe),Troye Sivan
162,Lowell,spotify:track:3PCz2lbL3Lkkf1QgSpPjyl,spotify:artist:3MJ2o2vTovueQARKmOzHls,The Bells,spotify:album:1LswDjzBZcPXHxvbTz0pLp,258731,We Loved Her Dearly,Lowell
163,Perfume Genius,spotify:track:4ONbE2UQU0hiizcxR4fToc,spotify:artist:2ueoLVCXQ948OfhVvAy3Nn,Hood,spotify:album:5hjlzVCJCePW4DmMJVryla,120093,Put Your Back N 2 It,Perfume Genius
164,Rufus Wainwright,spotify:track:7oJFq3QYPSAVPAVwXPAlQX,spotify:artist:2PfBzriIMRsCXPDtSy9vg8,Going To A Town,spotify:album:3VDFZi0MBT6kzWSniVYTIe,247013,Vibrate: The Best Of (Deluxe Edition),Rufus Wainwright
165,Tegan and Sara,spotify:track:4dTVgHZFPlaq9nPbLVVLSG,spotify:artist:5e1BZulIiYWPRm8yogwUYH,Closer,spotify:album:5IUJ6v408Z7pECC3BXUJxX,209280,Heartthrob,Tegan and Sara
166,Gloria Gaynor,spotify:track:4Hj9FBI1IuMVfuYMPpbf71,spotify:artist:6V6WCgi7waF55bJmylC4H5,I Am What I Am - Remastered,spotify:album:0KwI95bTOayhB4kTnCZNiH,211373,Gloria Gaynor (Remastered),Gloria Gaynor
167,MIKA,spotify:track:7dzUZec5MnWMyQnk5klnKR,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,Grace Kelly,spotify:album:4wKkXYJXQWDa9sndBSx0gI,187733,Life in Cartoon Motion,MIKA
168,Scissor Sisters,spotify:track:0LAfANg75hYiV1IAEP3vY6,spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,Take Your Mama,spotify:album:65Fllu4vQdZQOh6id0YwIM,271906,Scissor Sisters,Scissor Sisters
169,Queen,spotify:track:6wiXLuJPmqambLyVJBg0fy,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,I Want To Break Free - Remastered 2011,spotify:album:4uuyUxFLxkU05tyu4VnA52,198773,Queen 40 Limited Edition Collector's Box Set Vol. 3,Queen
170,foxgluvv,spotify:track:6FlmnlYOw2OhDBQudlYIGd,spotify:artist:5rHFW8GZVFuvhAjJZn8FQ1,Nothing,spotify:album:4Z3rWRHisyqDoOfg56LYpi,159400,Nothing,foxgluvv
171,Lizzo,spotify:track:0k664IuFwVP557Gnx7RhIl,spotify:artist:56oDRnqbIiwx4mymNEv7dS,Juice,spotify:album:6dFFcYQ8VhifgdKgYY5LYL,195144,Cuz I Love You,Lizzo
172,Conchita Wurst,spotify:track:2cwSM1wY1UMsJ8OEqkPzd1,spotify:artist:1TGdxJ3UvFq055SVjwx49v,Firestorm,spotify:album:3Fpq5QWmRxZtEE8h8bm04S,223173,Conchita,Conchita Wurst
173,Ankathie Koi,spotify:track:5nMFOqUvVKb7hO4wOANzrl,spotify:artist:44CqVKXxjtGbtR3H1xpdNl,Cats & Diamonds,spotify:album:7DdwD48CeoDzmmuJA2TybB,206920,Prominent Libido,Ankathie Koi
174,Kim Petras,spotify:track:2Cu5ExXidcoE4vF5hIYict,spotify:artist:3Xt3RrJMFv5SZkCfUE8C1J,Heart to Break,spotify:album:4HbNtklEO6XJv638wZ1MZg,225972,Heart to Break,Kim Petras
175,Sam Smith,spotify:track:29MOOOmMRPeWyPwKQFoF5t,spotify:artist:2wY79sveU1sp5g7SokKOiI,I Feel Love,spotify:album:2DmVNmERvg6j9jZQbelNKu,254453,I Feel Love,Sam Smith
176,Gabriel Louis,spotify:track:4ufytzenKUh4dJgiHY6pzd,spotify:artist:27txjrC58wyDiSgGsDcWVl,Land of Rhythm,spotify:album:4PMeilfDkZ6hJFqt2PbQeR,210000,Land of Rhythm,Gabriel Louis
177,RuPaul,spotify:track:5PHPENfE3RVmHGAA2A7Hfx,spotify:artist:2SdOKxC1sSxEyv8JYERaNe,Sissy That Walk,spotify:album:3stAjHtCDSCavGtkxzvYE7,212693,Born Naked,RuPaul
178,Miley Cyrus,spotify:track:2WyRfGeHo97VC5mP1BBSzr,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Mother's Daughter,spotify:album:7M4YAXOOg1XbWx03jg7t62,219080,SHE IS COMING,Miley Cyrus
179,Lady Gaga,spotify:track:1C79CxJdMHjk9RkwX04DRh,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Applause,spotify:album:535qZk6ycJqQaa5qFPmq3k,212333,ARTPOP,Lady Gaga
180,Mavi Phoenix,spotify:track:4fEVz570Nxx3yWQasFGVsh,spotify:artist:0Lt05xaSe2ACmAiSkIdcSm,Boys Toys,spotify:album:11AC4AMdDTnld1t3sS4A3W,146857,Boys Toys,Mavi Phoenix
181,Link Lauren,spotify:track:0urB9fDMpFFLTqNiZWilzv,spotify:artist:6zN8SfYK7CaitT1XrHOhIN,I Love It When Hot Guys Cry,spotify:album:4YtHjpDM2I4uynQrNO9fWz,209733,I Love It When Hot Guys Cry,Link Lauren
182,Dua Lipa,spotify:track:7dFC7tmwFknyPq3k32jiik,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Don't Start Now,spotify:album:15WGxD1MLrqABhhH1ZTdSO,183290,Don't Start Now,Dua Lipa
183,Peaches,spotify:track:0MAior6fZ9hfPgzjphQLXk,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,Boys Wanna Be Her,spotify:album:0J8M07C6x7L21gBGaBnCf8,235573,Impeach My Bush,Peaches
184,Sia,spotify:track:4VrWlk8IQxevMvERoX08iC,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Chandelier,spotify:album:3xFSl9lIRaYXIYkIn3OIl9,216120,1000 Forms Of Fear,Sia
185,Tokio Hotel,spotify:track:1TWU0OoTdbtkk5x29WN0kX,spotify:artist:46aNfN89JrOQTCy97GoCHa,Chateau,spotify:album:3lSIRcCUZxPqSnMcb3fSsY,201546,Chateau,Tokio Hotel
186,Gossip,spotify:track:4hjfOnzzrrrDAGt286htU6,spotify:artist:3sFTupo9UGgrujjN21BjwR,Move in the Right Direction,spotify:album:6AKGyIfiwcptAUUzLDB0Gd,211853,A Joyful Noise,Gossip
187,Miley Cyrus,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Wrecking Ball,spotify:album:3RDqXDc1bAETps54MSSOW0,221360,Bangerz (Deluxe Version),Miley Cyrus
188,Whitney Houston,spotify:track:5OqmLY18KXsZR1aGrXP3ZI,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,It's Not Right but It's Okay - Thunderpuss Mix/Remastered: 2000,spotify:album:4o3X0kTMB8nTQP1hMJ2uNB,256640,Dance Vault Remixes - It's Not Right But It's Okay,"Whitney Houston, Chris Cox, Barry Harris"
189,Candy Crash,spotify:track:3ilqgL76o0NyIfwxfAO4Fb,spotify:artist:6FU4YjdVmj08vA3KPEehxa,Little Too High,spotify:album:6U159QKcPV6j4w0blUIlWV,164287,Little Too High,"Candy Crash, Jinka"
190,RuPaul,spotify:track:1oSUTFfnEwftOTRxpLKWOY,spotify:artist:2SdOKxC1sSxEyv8JYERaNe,The Realness (feat. Eric Kupper),spotify:album:0K3AROBOn8bwPWw08R5EL1,205266,Realness,"RuPaul, Eric Kupper"
191,Alaska Thunderfuck,spotify:track:25Y5EIIljjyEhKdl23zv6j,spotify:artist:4k2ggpJpzdQHCBQ84f1jBy,Your Makeup Is Terrible,spotify:album:0waPxXoq3OJpX0gsfWpc2o,237474,Anus,Alaska Thunderfuck
192,Little Mix,spotify:track:7IOuCLt770D8v0u3SVaDeI,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,Wasabi,spotify:album:7Ho8gAx4haSxv1eFLQwvTj,154786,LM5 (Deluxe),Little Mix
193,Janelle Monáe,spotify:track:3IJCSQoLF4YzPAKaxq2JLb,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs,Yoga,spotify:album:5rzxGeVyCV74SvV5hjLRAU,217678,Yoga,"Janelle Monáe, Jidenna"
194,Madonna,spotify:track:7j5TIXPi0cCbSSqItmbyZy,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Vogue,spotify:album:5MzwGwnO9gkh0z6Nl4FF8h,317080,The Immaculate Collection,Madonna
195,RuPaul,spotify:track:1mI23ynlBTWed9Xh5T4G5e,spotify:artist:2SdOKxC1sSxEyv8JYERaNe,Cover Girl,spotify:album:1vCl7njT6qAP9VqzatgzlN,183013,Cover Girl - The RuMixes,RuPaul
196,LMB DG,spotify:track:6NwyHRfUVnUBUZW9W5McAZ,spotify:artist:32dh4IR61XDw1XhDpD2Faw,Pull Up,spotify:album:0hB1SMe4ztzlBQmKHvF8cD,141129,Pull Up,LMB DG
197,Ben Ruettiger,spotify:track:7m6YoApyh8FYdsuYKSPPFX,spotify:artist:07OvSE9ERVJiW0ynMCHvnW,4ever,spotify:album:3KJcqdWaQmEFevs7yuRMRs,182000,4ever,Ben Ruettiger
198,BAYWUD,spotify:track:4CcZQ8FmJhw8iYv6fytJyj,spotify:artist:3dDdngfjnuthfO2OPYRZqz,Last Call,spotify:album:2JOaRKlkDZyVyIfxwztxFn,178832,Last Call,"BAYWUD, Dvniel"
199,Eddie the Kidd,spotify:track:1ER7kURmhMiWiPZnZk8OJr,spotify:artist:4sud4uHfRVNMO3KPmFvRR7,This Isn't Love (Kidd and Friends),spotify:album:3kBPTo7Kc9dtdr019ZP118,205661,This Isn't Love (Kidd and Friends),"Eddie the Kidd, NICK WHITE, Kisos"
200,Popdorian,spotify:track:77hH8JzKxbPP97AU8c6uCt,spotify:artist:6Bu3Ax2o5j2wBeztMGDOCe,Magnificent,spotify:album:5Q9Bm7d4oq71rl9ryKIihZ,191439,Benefits,Popdorian
201,Madyx,spotify:track:49LWUWtAL729yHN6Wzbcpb,spotify:artist:0yMcs3BSd3sReeuzbyZGVK,Some Kisses,spotify:album:4A6IEKyETSeeeeWqgkG89a,227975,Worth the Risk EP,Madyx
202,Chey Rose,spotify:track:2NWRR4Hy49RvY57VRRlrBm,spotify:artist:1FLo8t5Xtr2OOWob1rXcOa,when the dust settles,spotify:album:3jk3p2hyzI9VisHWgjgNWF,156607,when the dust settles,Chey Rose
203,Jay Alan,spotify:track:7fjZMd96X8mo5XfjXOGcFN,spotify:artist:34eH4GyeqQiYobL6coyBW3,Got Feelings,spotify:album:70RPBJstIROl5nSVtB9loW,161632,Got Feelings,Jay Alan
204,Pikes,spotify:track:1jhh7Od66ONyyI0666tXTb,spotify:artist:3iYk1tEjUMPcs5roPxv533,Second Wind,spotify:album:2adIjHFA8IpktUOqwl19Vb,224750,Second Wind,Pikes
205,Jay Alan,spotify:track:1Foe9vhMhg1pDB1IPjDqii,spotify:artist:34eH4GyeqQiYobL6coyBW3,Something Slow to Dance To,spotify:album:7vHP3NkZOw5DY1tQiQvHC1,183000,Play Pretend,Jay Alan
206,Finn Anderson,spotify:track:3IYAwgKQsKVw85EknORkxA,spotify:artist:1AaghaiuseHqI3wMM2W8NL,The Lighthouse,spotify:album:7jdiPKKYZCiQDKwnZoUfWe,257562,Into the Arms of Ghosts,Finn Anderson
207,Dan Zimmerman,spotify:track:3CdmaLc6l8HZLAeghloJDl,spotify:artist:5aVHACIFGMdOeMv7sjOkhZ,Carry You,spotify:album:6c19uouByfulgHT1eBcpkP,265145,Carry You,Dan Zimmerman
208,James Walker,spotify:track:0vvLfJccEDISXBp1KurC1H,spotify:artist:08cmuH6uJGH9dQjvvdkTvR,The Conversation - Instrumental,spotify:album:4k1SXSh939bnv6OIuGl7cU,209630,Great Deceiver (Instrumentals),James Walker
209,Seeva,spotify:track:0E4XFbSbafR9jnqEImhF0O,spotify:artist:5gJzTIxbaGM0Z5EnLYuUxg,Twenty-two,spotify:album:4MhmPW6FAWawJZad2nssgT,163688,Twenty-two,Seeva
210,Derek DeRush,spotify:track:4b3nZEFqiS95suLWaccZqU,spotify:artist:1CoB404OmK49m2BU97BxLN,Satellites,spotify:album:7iEzPbTZ6SIGoa3vckGwcY,180055,Satellites,Derek DeRush
211,Vojta,spotify:track:15lHIN8UrUPdCPugF8rW5Y,spotify:artist:06VU2wVPhH9MzYX3PEca80,Equally in Love,spotify:album:7K2AkZKW4ONmTaUVT8MQM4,187500,Equally in Love,Vojta
212,Martin Baltser,spotify:track:4ZocW2dOgIhCJ1EahWGjiY,spotify:artist:3BmllF2oeeDaPp6taysb0H,Our Rockets,spotify:album:13LgAx1CM3jClGeKUV369Y,264897,Our Rockets,Martin Baltser
213,Jason Justly,spotify:track:3Kx9eEc5k2PR4zyQIgAmdu,spotify:artist:7F3owyjCMiVQG5xZEwWhx1,Echo,spotify:album:08AXf0iUnQgsDWCAEqLysc,202285,Echo,Jason Justly
214,Zach Benson,spotify:track:6O75SLCcWpsrL9OsZ0xCZc,spotify:artist:6A3jqWm999qecxHqaz2Ehg,Sunset,spotify:album:76bYh0qgrYTm6CYVehtOuL,216428,Sunset,Zach Benson
215,Popdorian,spotify:track:3LexowXvObCCnRhp3y6Fax,spotify:artist:6Bu3Ax2o5j2wBeztMGDOCe,Loving you was easier when I was in love with you,spotify:album:5Q9Bm7d4oq71rl9ryKIihZ,242000,Benefits,Popdorian
216,Fruut,spotify:track:1ws4T5Okwpn7AB26UmDVSf,spotify:artist:5swE2ci4vj5X2DDnHlYrYw,Love Language,spotify:album:6sKVJdwGQfAaCtD2BbTvtU,201063,Love Language,Fruut
217,Nai'a,spotify:track:7CvrAuatkkmpTd8Pd5iGtl,spotify:artist:5irDXaVVx519HjzQQLPhKp,London,spotify:album:3hRqpKZHmeTEDdfmeBk34o,196000,London,Nai'a
218,daena,spotify:track:0SqgdCWtr4Gyk1qQEPCKVZ,spotify:artist:6e00lwQmKeUN5Gdbl1LddA,Just the Girl,spotify:album:3nWBNr1MKPQHvqB97gNf7L,264430,Just the Girl,daena
219,Sundaes,spotify:track:7eO8wa6iuFvPbDNjpfsWeM,spotify:artist:7qiXFwby9N5MEUFATBy5cp,a long kiss goodbye,spotify:album:3cfHsi4Gl3E0VL1QVeGPWL,213068,boys who made me cry,Sundaes
220,MKSM,spotify:track:5ePF5kBzxYBmYGTQcP54d0,spotify:artist:6PrTFzpmEtnqnQzmIYcWjN,Imagine,spotify:album:7KxxSGGxd1kvuEXPnIl0Hr,178125,Imagine,MKSM
221,Sem van Loon,spotify:track:6j7C43EAvOYqC7KN5gXBYZ,spotify:artist:1Dcar14dQNQgzhSi0hn0Z7,Half A Man,spotify:album:20BjlNwdtiSTMHFx1h9AJd,165783,Half A Man,Sem van Loon
222,Winnie Ama,spotify:track:3KRqKQWWQeNDdWYHMO3sWJ,spotify:artist:4DJIumnofpauv3dYkgZSv1,Here I Go,spotify:album:4uaWFq2A3ZGtnr4deRunIv,217058,Here I Go,Winnie Ama
223,Fox Revett,spotify:track:4CrvS0s1Auok0o34P2hUDw,spotify:artist:3xiEXLKAYB4U9TfkpYWM3F,Someone New,spotify:album:36OuJoRcuGyLBcaiVCtWOM,215888,Someone New,Fox Revett
224,JËVA,spotify:track:3Km2Uw3VVZXraeZnSUiyZ7,spotify:artist:2vCUQAwdE83viqTMXxy4R3,Good Friends,spotify:album:72Eb9lCRyDffEKTScRbsUp,189283,Typhoon,JËVA
225,Boy Jr.,spotify:track:07kz5sARL3rJOva2KtSsaC,spotify:artist:7CuIkxF7VfHwKecQzUEGgv,"Narcissist, Baby",spotify:album:2savMtf2uzXrx9q63sJzVA,196231,"Narcissist, Baby",Boy Jr.
