,artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
543,Christina Aguilera,spotify:track:0dmBhUb8BZnd0F8rEhzpTI,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,Maria,spotify:album:7MfUiQkVEDkOSmU83A2C9q,274760,Liberation,Christina Aguilera
544,Domo Wilson,spotify:track:2z5cGLizHK4KsJzpzUZQt7,spotify:artist:2h2fB0j2IN50sSwolVO1AZ,Not Even Her (Interlude),spotify:album:6dZVN99u26oJrUB3zlBpv3,107467,Hear Me Now,Domo Wilson
545,Reesa Renee,spotify:track:6LqT8lsWNYPlrByU72MkUL,spotify:artist:1sP9nzoMXxaI0LiU1uWoLL,Hello Mama,spotify:album:1G7CUFe5Pm7xbwfQ6l8M9w,214257,Lovers Rock,Reesa Renee
546,TORRES,spotify:track:1rnmw8pCjaYaLKzZg2dj4p,spotify:artist:3lrDYjsghBMfUTiLziD9q9,"Don't Run Away, Emilie",spotify:album:1EbIfYtE6PdK30IKwYBoKl,290520,Torres,TORRES
547,King Princess,spotify:track:6VCeywT4JeawuZOUkQ1okx,spotify:artist:6beUvFUlKliUYJdLOXNj9C,Pussy Is God,spotify:album:4UzCY6ikiEN4rgY26I4jg0,205533,Pussy Is God,King Princess
548,Rituals of Mine,spotify:track:5NQt10ZQ7X2GIDR0EGcJKR,spotify:artist:2diXk6bGS18SxXeoINo8MQ,BURST,spotify:album:4mVDspd46atvxStlfJReLS,175973,SLEEPER HOLD,Rituals of Mine
549,Syd,spotify:track:0IaiJbZebXLqfetAkMEZzU,spotify:artist:3jk39CGeaaSO3FPKNx1RUx,Body,spotify:album:59Bbr32pMTFHlUb8Nv1Kr0,262053,Fin,Syd
550,Hayley Kiyoko,spotify:track:5nFyaoBWwwMJ9fv33tZ2MB,spotify:artist:3LjhVl7GzYsza1biQjTpaN,What I Need (feat. Kehlani),spotify:album:2oRkkW6ZudviRBd6mx4CfL,219520,Expectations,"Hayley Kiyoko, Kehlani"
551,Tonye,spotify:track:3fbEjW9QwPmyZBtmF3nFWV,spotify:artist:5K9ws283Aw1LXkB2UKLAts,Villain,spotify:album:14WfIR9XPjcqk4J0gohZpH,226671,Villain,Tonye
552,KAYTRANADA,spotify:track:0lWmT9NbSJRgFY6g1GHu4e,spotify:artist:6qgnBH6iDM91ipVXv28OMu,What You Need (feat. Charlotte Day Wilson),spotify:album:73cx7CQjHEROjjzUGP3UpQ,183786,BUBBA,"KAYTRANADA, Charlotte Day Wilson"
553,PVRIS,spotify:track:2r7NQ3jggLT6KFCrnveX6A,spotify:artist:6oFs3qk4VepIVFdoD4jmsy,Hallucinations,spotify:album:3hMxPBEQb3hMo8hZtfPmLR,223213,Hallucinations,PVRIS
554,Austra,spotify:track:1kqantjg5HlqWuv3ZdLh7d,spotify:artist:1o43SzzuLoyOxqThmp7s0g,Beat And The Pulse,spotify:album:50Qw4ROY6SeTMD2vtEI0lp,361209,Beat And The Pulse,Austra
555,Tegan and Sara,spotify:track:4dTVgHZFPlaq9nPbLVVLSG,spotify:artist:5e1BZulIiYWPRm8yogwUYH,Closer,spotify:album:5IUJ6v408Z7pECC3BXUJxX,209280,Heartthrob,Tegan and Sara
556,LP,spotify:track:3SqvR3HYLlCTYzbDXJ52OC,spotify:artist:0J7U24vlOOIeMpuaO6Q85A,Lost on You,spotify:album:3R2TVCA5PMMnEcVlIOCMEG,268105,Lost on You,LP
557,St. Vincent,spotify:track:4L7kaptgY6py2G3nRW9BVQ,spotify:artist:7bcbShaqKdcyjnmv4Ix8j6,Masseduction,spotify:album:4RoOGpdrgfiIUyv0kLaC4e,197426,MASSEDUCTION,St. Vincent
558,Saara Aalto,spotify:track:7wg4XkjkSDZDfSLELES1wR,spotify:artist:2OsS8RgsvMnTgDsbWVzzPn,DANCE!!!,spotify:album:4VOQgglx8Hj8hAPQCQcgyo,197430,Wild Wild Wonderland,Saara Aalto
559,MUNA,spotify:track:0bPSRn4crnh5f1JhELPlyL,spotify:artist:6xdRb2GypJ7DqnWAI2mHGn,I Know A Place,spotify:album:0mfj2MrZptbPw7K5Wo4ikY,272813,About U,MUNA
560,Hurray For The Riff Raff,spotify:track:6NnAL3hpHKZWOqXUj2U9pc,spotify:artist:2xLEV2jDreAOcpJXFNoXyt,Living in the City,spotify:album:5adjXoQAbZTTTFmifa3qCN,196893,The Navigator,Hurray For The Riff Raff
561,The Blow,spotify:track:0AcZL4zY29jBlVp2lVA23O,spotify:artist:3VNDPLoRirZi28lxSEYkZQ,True Affection,spotify:album:44TBeWVP4PNrz8ymxbPzoE,203013,Paper Television,The Blow
562,The xx,spotify:track:1zuKjpp4t7BS8JPKi6mkQr,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,Angels,spotify:album:2cRMVS71c49Pf5SnIlJX3U,171653,Coexist,The xx
563,Wild Black,spotify:track:7HlRRZLteNkpJGwhNWeg3I,spotify:artist:4Wx9VgJKF7vpegF1V1zHzS,Moon Star Lover,spotify:album:14GXZWEAaANqQMCneF5iiG,262343,Moon Star Lover,Wild Black
564,Kera & the Lesbians,spotify:track:4FPRWEfHn398H0UaDFzDkq,spotify:artist:7tS4uXuthmcQR85x9gR1QJ,Witch's Tit,spotify:album:5PTLb38YkQHazrZNd6J8KO,213093,Kera & the Lesbians,Kera & the Lesbians
565,Angel Haze,spotify:track:66Cl8DBb0lN92Zxc6DuzRe,spotify:artist:2cyyGl4qnHZL0o16t0fpJl,Moonrise Kingdom,spotify:album:1MxoNDGYqAgNg3Y7zlaxGi,267383,Back to the Woods,Angel Haze
566,No Girlfriends,spotify:track:3TqbEroNHLIDqER2swwG3q,spotify:artist:42B8aTW7HILyuaFPprBwXH,Sheets,spotify:album:1sUQWmNoJx6d3MfLOYIpCW,166018,Sheets,No Girlfriends
567,Janelle Monáe,spotify:track:5al9is1AQnaI3lTi20DUG6,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs,Cold War,spotify:album:7MvSB0JTdtl1pSwZcgvYQX,203626,The ArchAndroid,Janelle Monáe
568,Cœur De Pirate,spotify:track:4TebWmEYsYpdh3suakII7q,spotify:artist:2eRNMtoi82UZUuaL6naDjA,Carry On,spotify:album:4nQg1mUddBTQqnBTDyHCr6,215360,Roses,Cœur De Pirate
569,Tracy Chapman,spotify:track:2M9ro2krNb7nr7HSprkEgo,spotify:artist:7oPgCQqMMXEXrNau5vxYZP,Fast Car,spotify:album:6hmmX5UP4rIvOpGSaPerV8,296800,Tracy Chapman,Tracy Chapman
570,Lower Dens,spotify:track:7K1W45RdlsDiKEowF7hJJv,spotify:artist:5uTJLo3c4ZHpH8oEwGxYUN,Galapagos,spotify:album:6rx96PrG4n2r80W391kTfZ,260522,The Competition,Lower Dens
571,Screaming Females,spotify:track:5Kd4uMRkIeLJ1xYQ4tBPlf,spotify:artist:3pZ666b6CyO1KGpVYirY0t,I'll Make You Sorry,spotify:album:1fOxg0lovMu0CPUT2G1WCL,251480,All at Once,Screaming Females
572,Christine and the Queens,spotify:track:38UmFlYXLq3ZYxZ28gQGLT,spotify:artist:04vj3iPUiVh5melWr0w3xT,iT,spotify:album:6icxSA6dVp16bBXaeAMSYG,218159,Christine And The Queens,Christine and the Queens
573,Savages,spotify:track:2UGLwTvRN0CHLAhVlcBjCs,spotify:artist:1WFsBUAgQmrGQQEUyFKS60,Surrender (Trentemøller Remix),spotify:album:4DKAJlf6YGZ1c1yCp21bMp,368754,Surrender (Trentemøller Remix),Savages
574,Mount Moriah,spotify:track:6rGGxHtVSLLYNm8AH9tbGt,spotify:artist:0NIClyUOoNPl2GQouxBYH7,Younger Days,spotify:album:56815EJbq3bmoYtcoDP695,183206,Miracle Temple,Mount Moriah
575,Shawn Colvin,spotify:track:4mOxpj82q6n3EO7HBZCelX,spotify:artist:0K7VN4aHxHcEb7PqkfoIVA,Sunny Came Home,spotify:album:3EZXmJz03Dj8sB3K26Gmx8,264200,A Few Small Repairs,Shawn Colvin
576,Rhiannon Scutt,spotify:track:5Qhn6WgCoaS4E8qang2BN1,spotify:artist:1ZLQzDMiUYRLrlk65jf75x,Stevie,spotify:album:36cNdm4UMUMZu25oOgk5FF,224727,Stevie,Rhiannon Scutt
577,FOXTROTT,spotify:track:1OKULlMIHhr4k4118tTUwX,spotify:artist:0fL7CM2Gv7L0r4Z2JsYtXu,Take Me I'm Here,spotify:album:4c64g8avg8vOWpVYWiiivv,261721,Meditations I-II-III,FOXTROTT
578,k.d. lang,spotify:track:5TK55y7SXDt36Fi14WBG8X,spotify:artist:6W1BHDF0T4a4KYcSwzD586,Constant Craving,spotify:album:1XHEQqyatYvfK5cEJfkPeK,281773,Ingénue (25th Anniversary Edition),k.d. lang
579,Ariane Moffatt,spotify:track:2nTu3jikKUP01bD5GkxgoD,spotify:artist:5x9UA1g9OYt1wCyPb0YN8l,Walls of the World,spotify:album:5GUIokWQutqoCjNqn7PpNw,267280,Ma,Ariane Moffatt
580,Courtney Barnett,spotify:track:7uoQRNx100em2FLLxnqym0,spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y,Pedestrian at Best,spotify:album:1WBps8cIMT6LYVq5rYh5ze,230560,"Sometimes I Sit and Think, And Sometimes I Just Sit",Courtney Barnett
581,Mary Lambert,spotify:track:3V3iy4K6paycRmTyrjQVwi,spotify:artist:5Z2NUZiY3FA00HKu5WTMhA,Secrets,spotify:album:7mmdJJoGtwStzZImLRmRFS,223405,Heart On My Sleeve (Deluxe),Mary Lambert
582,Brandy Clark,spotify:track:11ztTGjFtV3MNoNx0XvApC,spotify:artist:5vMAKlvvMNSRQRYCAvpG6S,Same Devil (feat. Brandi Carlile),spotify:album:6XL1xCLdUOU6j35YspCkqO,187466,Same Devil (feat. Brandi Carlile),"Brandy Clark, Brandi Carlile"
