artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Lady Gaga,30XU4suKzCeoCK9YFzdufg,Born This Way,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,83,art_pop dance_pop pop,75,"['art_pop', 'dance_pop', 'pop']",low,Neutral
LEOPOLD,3FzV60mFMH02pa8Gfg8Emd,Dehydrated,0.871,0.438,1,-8.26,1,0.0718,0.00967,0.00164,0.0792,0.525,118.02,16,unknown,5,['unknown'],low,Neutral
Andrea Di Giovanni,03sF5nz2cgAYgShbKzNX4N,Stand Up,0.358,0.558,2,-5.906,1,0.0596,0.303,0.0,0.067,0.297,175.992,30,unknown,4,['unknown'],low,Neutral
Lizzo,3Yh9lZcWyKrK9GjbhuS0hR,Good as Hell,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,80,dance_pop escape_room minnesota_hip_hop pop trap_queen,65,"['dance_pop', 'escape_room', 'minnesota_hip_hop', 'pop', 'trap_queen']",high,Positive
Kim Petras,31k41EAntOsjbRBcAASfiL,Malibu,0.629,0.828,2,-4.766,1,0.173,0.0249,0.000221,0.206,0.512,120.018,65,art_pop dance_pop electropop escape_room pop post-teen_pop transpop,1,"['art_pop', 'dance_pop', 'electropop', 'escape_room', 'pop', 'post-teen_pop', 'transpop']",low,Neutral
LEOPOLD,6yfjJmCGTfLYtlNr2zUlfb,Paradise,0.836,0.47,8,-8.229,1,0.216,0.0252,0.0,0.0999,0.624,118.991,16,unknown,0,['unknown'],low,Neutral
Todrick Hall,0nzsxcMmkFwfLB8IJ6Ok9g,"Nails, Hair, Hips, Heels",0.935,0.611,1,-8.689,1,0.133,0.348,6.9e-06,0.0825,0.785,126.008,59,dance_pop pop,0,"['dance_pop', 'pop']",low,Neutral
Ceréna,5nwLNgUGgBsBE4en888WIV,hearts on fire,0.68,0.604,1,-12.187,1,0.0393,0.000295,0.00872,0.114,0.409,113.993,10,unknown,15,['unknown'],low,Neutral
Kesha,14wPnCr1Z8CIHBVpnpcTVt,Raising Hell (feat. Big Freedia),0.69,0.864,1,-4.769,0,0.128,0.00142,6.81e-05,0.0681,0.313,114.975,76,dance_pop electropop pop post-teen_pop,53,"['dance_pop', 'electropop', 'pop', 'post-teen_pop']",low,Neutral
cupcakKe,0lsw4q8Jei7gEoV7kFe3DS,Lgbt,0.795,0.857,0,-8.676,0,0.162,0.172,1.76e-05,0.101,0.419,124.967,60,chicago_rap dance_pop trap_queen,60,"['chicago_rap', 'dance_pop', 'trap_queen']",low,Neutral
LEOPOLD,5jVttlApEIi5HVEPEM1Ili,Girlfriend,0.704,0.447,11,-9.237,0,0.293,0.0443,0.0,0.302,0.733,186.149,16,unknown,11,['unknown'],low,Neutral
Planningtorock,2WG1viSIDuppYqxCDjfq7n,Let's Talk About Gender Baby,0.833,0.566,9,-8.498,0,0.047,0.0229,0.0418,0.168,0.68,126.009,40,alternative_dance art_pop electroclash electropop,35,"['alternative_dance', 'art_pop', 'electroclash', 'electropop']",low,Neutral
MKSM,5kKhCAkN5POJlOT02AgS4b,Be Alright,0.788,0.703,2,-5.98,0,0.129,0.0198,0.0,0.0992,0.782,121.059,9,unknown,4,['unknown'],low,Neutral
Adore Delano,3OJ34PxLlQZX8l6Ku0tyTF,I Adore U,0.684,0.85,8,-4.734,0,0.111,0.391,0.0,0.0992,0.18,143.029,35,draga electropop strut,0,"['draga', 'electropop', 'strut']",low,Neutral
Pabllo Vittar,5GsJcnO3rgpZFOrzL2EISO,Flash Pose,0.773,0.859,1,-4.516,1,0.216,0.0226,0.000251,0.342,0.432,124.017,64,dance_pop funk_carioca funk_pop pop pop_lgbtq+_brasileira pop_nacional,49,"['dance_pop', 'funk_carioca', 'funk_pop', 'pop', 'pop_lgbtq+_brasileira', 'pop_nacional']",low,Neutral
Beyoncé,1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,82,dance_pop pop r&b,73,"['dance_pop', 'pop', 'r&b']",low,Neutral
Janelle Monáe,5gW5dSy3vXJxgzma4rQuzH,Make Me Feel,0.859,0.413,1,-7.399,1,0.182,0.132,0.0,0.334,0.697,115.035,65,afrofuturism alternative_r&b atl_hip_hop dance_pop electropop escape_room neo_soul pop r&b urban_contemporary,66,"['afrofuturism', 'alternative_r&b', 'atl_hip_hop', 'dance_pop', 'electropop', 'escape_room', 'neo_soul', 'pop', 'r&b', 'urban_contemporary']",low,Neutral
LEOPOLD,6K2xbGNo6xDXIQUIBcLfuq,GMSTL,0.833,0.458,7,-8.246,1,0.0518,0.0447,2.08e-06,0.12,0.662,108.988,16,unknown,0,['unknown'],low,Neutral
Gloria Gaynor,4xmjDH6auBwuZ4GHimjXGe,I Will Survive - Single Version,0.771,0.649,0,-10.375,1,0.0434,0.0137,0.00111,0.324,0.653,116.286,62,disco,60,['disco'],low,Negative
MKSM,1tRGluAnOJhgrMIXr8yrv9,Chosen Family,0.584,0.342,7,-6.039,1,0.0325,0.471,0.0,0.199,0.219,69.062,9,unknown,0,['unknown'],low,Neutral
Chaka Khan,1oFiPGBafH9Woo9AMwgBSl,I'm Every Woman,0.603,0.886,0,-7.301,0,0.0465,0.0418,0.000171,0.295,0.727,114.045,62,disco funk neo_soul post-disco quiet_storm soul urban_contemporary,67,"['disco', 'funk', 'neo_soul', 'post-disco', 'quiet_storm', 'soul', 'urban_contemporary']",low,Neutral
Melanie C,2bgpF7aLazrxM7YMHdvYOX,Who I Am,0.655,0.836,7,-6.259,0,0.0357,0.143,0.00171,0.11,0.445,120.008,56,bubblegum_dance dance_pop electropop europop new_wave_pop,29,"['bubblegum_dance', 'dance_pop', 'electropop', 'europop', 'new_wave_pop']",low,Neutral
Casey MQ,6Td3TgDprTXpigowgTgp0J,Candyboy,0.782,0.387,10,-12.506,1,0.0778,0.547,0.0573,0.11,0.501,145.95,29,unknown,31,['unknown'],low,Neutral
LEOPOLD,4KWOWTEbBdyICmaDbYWv8y,All I See,0.762,0.59,6,-8.943,1,0.124,0.164,0.0,0.126,0.684,123.979,16,unknown,0,['unknown'],low,Neutral
Sam Smith,1fipvP2zmef6vN2IwXfJhY,I’m Ready (with Demi Lovato),0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,81,dance_pop pop uk_pop,64,"['dance_pop', 'pop', 'uk_pop']",high,Positive
Planningtorock,6XN90Gm9t5YKpvlmrJn11G,Much to Touch,0.641,0.409,0,-6.278,1,0.123,0.0505,0.000292,0.0749,0.693,103.991,40,alternative_dance art_pop electroclash electropop,0,"['alternative_dance', 'art_pop', 'electroclash', 'electropop']",low,Positive
jaako,3NfY0u2EG8xnBlvJl3vthW,want your lies,0.597,0.32,0,-11.65,1,0.243,0.262,0.000244,0.0644,0.647,159.71,14,unknown,0,['unknown'],low,Neutral
Mykki Blanco,51FNfc26Vj9R7J1mCospQ3,Wish You Would,0.911,0.695,2,-4.819,1,0.268,0.0768,0.000107,0.335,0.259,96.035,41,escape_room lgbtq+_hip_hop trap_queen,47,"['escape_room', 'lgbtq+_hip_hop', 'trap_queen']",low,Neutral
Dorian Electra,4C9DiRUDbryWo0FRjozaoo,Man To Man,0.68,0.651,5,-5.495,0,0.0404,0.613,3.24e-06,0.111,0.555,91.993,50,art_pop escape_room hyperpop pink_noise proto-hyperpop,49,"['art_pop', 'escape_room', 'hyperpop', 'pink_noise', 'proto-hyperpop']",low,Neutral
RuPaul,40fX0BlY8HRW9vtzFuKutC,"Read U Wrote U (Ellis Miah Mix) [feat. The Cast of RuPaul's Drag Race All Stars, Season 2]",0.868,0.666,4,-8.532,0,0.0594,0.00452,0.00169,0.0895,0.434,105.021,59,dance_pop diva_house pop strut,53,"['dance_pop', 'diva_house', 'pop', 'strut']",low,Negative
Cakes da Killa,5XTHtGlwtzGYK1D3gGnW4m,New Phone (Who Dis),0.901,0.74,1,-9.702,1,0.264,0.0784,0.02,0.097,0.501,105.035,35,escape_room lgbtq+_hip_hop nyc_rap vogue,25,"['escape_room', 'lgbtq+_hip_hop', 'nyc_rap', 'vogue']",high,Positive
Mavi Phoenix,2aiPNEszBHHmdNhwe0SCxF,Romantic Mode,0.676,0.722,9,-7.689,0,0.0408,0.0136,0.0,0.0799,0.43,153.007,32,austrian_indie austrian_pop german_indie,0,"['austrian_indie', 'austrian_pop', 'german_indie']",high,Neutral
LEOPOLD,2inqQSEmM3eh27QoTDo0B9,Letter,0.476,0.477,7,-9.894,1,0.187,0.702,0.000258,0.229,0.161,152.875,16,unknown,5,['unknown'],low,Neutral
Adore Delano,1aOZJX21RtBjHft7ziyGN2,I Look Fuckin Cool,0.742,0.613,10,-5.703,0,0.0937,0.000999,0.000142,0.625,0.376,123.028,35,draga electropop strut,35,"['draga', 'electropop', 'strut']",high,Positive
NVDES,6OkXuvyW9lZ2yKLRPeHzCP,D.Y.T. (Do Your Thing),0.759,0.847,6,-7.595,0,0.249,0.0515,6.02e-05,0.357,0.668,126.047,40,indie_poptimism,38,['indie_poptimism'],low,Neutral
Calvin Harris,5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,84,dance_pop edm electro_house house pop pop_rap progressive_house uk_dance,77,"['dance_pop', 'edm', 'electro_house', 'house', 'pop', 'pop_rap', 'progressive_house', 'uk_dance']",low,Neutral
Tokio Hotel,3YISnCr0jpI5MFgrErJid5,Melancholic Paradise,0.63,0.947,1,-5.015,1,0.0301,0.00291,0.00992,0.349,0.621,104.001,54,german_pop_rock,35,['german_pop_rock'],low,Neutral
MKSM,2YuDDtVuAyQ46fEmPy6XDw,Sirens,0.507,0.626,7,-4.967,0,0.0396,0.685,0.0,0.115,0.408,155.311,9,unknown,1,['unknown'],low,Neutral
Dua Lipa,7JSH9jmLF2BfoZmYlQq5I0,Physical,0.643,0.813,0,-4.819,1,0.0492,0.0168,0.000344,0.103,0.747,146.983,88,dance_pop pop uk_pop,0,"['dance_pop', 'pop', 'uk_pop']",low,Neutral
Netta,6n2eIfLj0wOOUkUfNmYzlh,Toy,0.786,0.712,3,-5.349,0,0.0678,0.0706,0.0,0.236,0.795,130.144,52,eurovision israeli_pop,65,"['eurovision', 'israeli_pop']",low,Neutral
LEOPOLD,6HspXltwPsVKoKqwCtaveV,This,0.715,0.516,8,-10.578,0,0.0809,0.485,0.000581,0.115,0.4,127.058,16,unknown,0,['unknown'],low,Neutral
Queen,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,83,classic_rock glam_rock rock,74,"['classic_rock', 'glam_rock', 'rock']",low,Neutral
Macklemore & Ryan Lewis,01uqI4H13Gsd8Lyl1EYd8H,Same Love (feat. Mary Lambert),0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,71,dance_pop pop pop_rap seattle_hip_hop,64,"['dance_pop', 'pop', 'pop_rap', 'seattle_hip_hop']",high,Positive
Sam Vance-Law,5xc6u9hkln81Q9U14Z05Os,Gayby,0.628,0.421,2,-10.129,1,0.0287,0.508,0.00659,0.1,0.722,96.827,28,german_indie,7,['german_indie'],low,Neutral
Hercules & Love Affair,2acK24b60RQD2zBpW0Zsrw,Blind - Radio Edit,0.716,0.914,7,-6.907,0,0.0341,0.00542,0.000218,0.0504,0.69,118.579,47,alternative_dance art_pop electroclash electronica new_rave nu_disco,55,"['alternative_dance', 'art_pop', 'electroclash', 'electronica', 'new_rave', 'nu_disco']",high,Negative
RuPaul,5PHPENfE3RVmHGAA2A7Hfx,Sissy That Walk,0.826,0.614,11,-4.22,1,0.0561,0.0191,0.0172,0.0865,0.591,126.046,59,dance_pop diva_house pop strut,62,"['dance_pop', 'diva_house', 'pop', 'strut']",low,Neutral
Kalifa,31WIkt099num18R8nsQhZv,Wut,0.784,0.802,8,-7.572,1,0.315,0.158,0.00882,0.108,0.503,92.978,25,escape_room lgbtq+_hip_hop,0,"['escape_room', 'lgbtq+_hip_hop']",low,Neutral
Hervé,2UwCXCPetkLgqDSeTKuQGx,Tear The House Up,0.935,0.712,5,-5.343,0,0.115,0.0686,0.23,0.325,0.45,124.004,26,fidget_house,0,['fidget_house'],low,Neutral
Mykki Blanco,6Agn2NBxm4oRnrz0vHX3Qg,Loner,0.606,0.701,7,-7.054,1,0.0364,0.104,0.0,0.145,0.323,151.11,41,escape_room lgbtq+_hip_hop trap_queen,0,"['escape_room', 'lgbtq+_hip_hop', 'trap_queen']",low,Neutral
Electric Six,1bs2kmXeGoo8HEQaNDL1sT,Gay Bar,0.394,0.976,7,-5.248,1,0.0931,0.00013,0.00123,0.161,0.312,171.986,48,alternative_rock dance-punk garage_rock,0,"['alternative_rock', 'dance-punk', 'garage_rock']",high,Positive
Xiu Xiu,3ImzhtcIFK8sASVZwjQkiX,The Call,0.624,0.791,2,-7.081,1,0.0904,0.0485,0.579,0.168,0.5,148.043,40,alternative_rock art_pop bay_area_indie dream_pop escape_room experimental experimental_pop experimental_rock grave_wave new_rave noise_pop,3,"['alternative_rock', 'art_pop', 'bay_area_indie', 'dream_pop', 'escape_room', 'experimental', 'experimental_pop', 'experimental_rock', 'grave_wave', 'new_rave', 'noise_pop']",low,Neutral
Neon Trees,6fFuOXIrVHUmSI8IM889wa,Sleeping With A Friend,0.579,0.888,2,-4.255,1,0.036,0.00209,7.73e-06,0.323,0.486,107.037,65,modern_alternative_rock modern_rock pop_rock post-teen_pop rock,48,"['modern_alternative_rock', 'modern_rock', 'pop_rock', 'post-teen_pop', 'rock']",low,Neutral
Greg Gould,5JT3OqAEbLy0iq7Hktxphq,Euphoria,0.464,0.383,8,-5.249,0,0.0386,0.927,0.0,0.0928,0.272,115.362,29,unknown,2,['unknown'],low,Neutral
Conchita Wurst,1ijX03QOR6a1wI322HifSV,Rise Like a Phoenix,0.425,0.503,2,-6.324,0,0.0256,0.142,0.0,0.105,0.23,81.653,40,eurovision,48,['eurovision'],low,Neutral
Troye Sivan,0nhBKubnVz9yFNNprBniWz,YOUTH,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,77,australian_pop dance_pop pop viral_pop,73,"['australian_pop', 'dance_pop', 'pop', 'viral_pop']",low,Neutral
Lowell,3PCz2lbL3Lkkf1QgSpPjyl,The Bells,0.617,0.545,7,-9.207,1,0.0296,0.00655,0.0379,0.144,0.385,97.996,41,canadian_electropop queercore,0,"['canadian_electropop', 'queercore']",low,Neutral
Perfume Genius,4ONbE2UQU0hiizcxR4fToc,Hood,0.329,0.278,7,-12.271,1,0.0373,0.591,0.000145,0.162,0.272,111.316,56,art_pop chamber_pop chamber_psych chillwave electropop experimental_pop indie_pop indie_rock seattle_indie,0,"['art_pop', 'chamber_pop', 'chamber_psych', 'chillwave', 'electropop', 'experimental_pop', 'indie_pop', 'indie_rock', 'seattle_indie']",low,Neutral
Rufus Wainwright,7oJFq3QYPSAVPAVwXPAlQX,Going To A Town,0.551,0.467,5,-7.178,0,0.033,0.671,1.6e-05,0.337,0.177,124.074,52,canadian_pop chamber_pop melancholia piano_rock singer-songwriter,0,"['canadian_pop', 'chamber_pop', 'melancholia', 'piano_rock', 'singer-songwriter']",low,Neutral
Tegan and Sara,4dTVgHZFPlaq9nPbLVVLSG,Closer,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,56,canadian_indie indie_pop lilith metropopolis permanent_wave,60,"['canadian_indie', 'indie_pop', 'lilith', 'metropopolis', 'permanent_wave']",low,Neutral
Gloria Gaynor,4Hj9FBI1IuMVfuYMPpbf71,I Am What I Am - Remastered,0.672,0.642,5,-15.737,0,0.0461,0.0512,1.87e-05,0.067,0.804,123.397,62,disco,28,['disco'],low,Neutral
MIKA,7dzUZec5MnWMyQnk5klnKR,Grace Kelly,0.671,0.82,0,-5.796,1,0.048,0.0194,0.0133,0.361,0.685,122.361,67,dance_pop europop pop,63,"['dance_pop', 'europop', 'pop']",low,Neutral
Scissor Sisters,0LAfANg75hYiV1IAEP3vY6,Take Your Mama,0.757,0.957,8,-4.617,1,0.106,0.209,2.29e-05,0.0624,0.933,153.944,60,dance_pop dance_rock electropop,57,"['dance_pop', 'dance_rock', 'electropop']",low,Neutral
Queen,6wiXLuJPmqambLyVJBg0fy,I Want To Break Free - Remastered 2011,0.875,0.408,4,-10.507,1,0.0376,0.0782,0.000848,0.122,0.774,109.084,83,classic_rock glam_rock rock,27,"['classic_rock', 'glam_rock', 'rock']",high,Positive
foxgluvv,6FlmnlYOw2OhDBQudlYIGd,Nothing,0.781,0.485,2,-10.931,0,0.189,0.351,1.67e-05,0.226,0.739,101.871,20,unknown,9,['unknown'],low,Neutral
Lizzo,0k664IuFwVP557Gnx7RhIl,Juice,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,80,dance_pop escape_room minnesota_hip_hop pop trap_queen,78,"['dance_pop', 'escape_room', 'minnesota_hip_hop', 'pop', 'trap_queen']",low,Neutral
Conchita Wurst,2cwSM1wY1UMsJ8OEqkPzd1,Firestorm,0.697,0.793,6,-6.871,1,0.0413,0.0208,0.0,0.0749,0.49,122.978,40,eurovision,32,['eurovision'],low,Neutral
Ankathie Koi,5nMFOqUvVKb7hO4wOANzrl,Cats & Diamonds,0.746,0.642,2,-7.626,1,0.0381,0.121,4.49e-06,0.278,0.817,132.008,16,austrian_pop,18,['austrian_pop'],low,Neutral
Kim Petras,2Cu5ExXidcoE4vF5hIYict,Heart to Break,0.74,0.631,11,-4.865,1,0.196,0.0403,2.77e-06,0.253,0.887,109.029,65,art_pop dance_pop electropop escape_room pop post-teen_pop transpop,3,"['art_pop', 'dance_pop', 'electropop', 'escape_room', 'pop', 'post-teen_pop', 'transpop']",low,Neutral
Sam Smith,29MOOOmMRPeWyPwKQFoF5t,I Feel Love,0.719,0.708,0,-7.418,1,0.0417,0.00645,0.201,0.064,0.256,126.015,81,dance_pop pop uk_pop,65,"['dance_pop', 'pop', 'uk_pop']",high,Positive
Gabriel Louis,4ufytzenKUh4dJgiHY6pzd,Land of Rhythm,0.828,0.519,6,-8.477,0,0.0703,0.335,0.000444,0.128,0.559,99.988,0,unknown,0,['unknown'],low,Neutral
Miley Cyrus,2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,81,dance_pop pop post-teen_pop,68,"['dance_pop', 'pop', 'post-teen_pop']",low,Neutral
Lady Gaga,1C79CxJdMHjk9RkwX04DRh,Applause,0.67,0.787,7,-4.277,0,0.0519,0.0228,1.74e-06,0.125,0.713,139.906,83,art_pop dance_pop pop,0,"['art_pop', 'dance_pop', 'pop']",low,Neutral
Mavi Phoenix,4fEVz570Nxx3yWQasFGVsh,Boys Toys,0.808,0.54,1,-7.843,1,0.101,0.178,0.00243,0.0993,0.557,89.974,32,austrian_indie austrian_pop german_indie,14,"['austrian_indie', 'austrian_pop', 'german_indie']",low,Neutral
Link Lauren,0urB9fDMpFFLTqNiZWilzv,I Love It When Hot Guys Cry,0.577,0.534,2,-3.849,1,0.166,0.15,0.0,0.0757,0.185,179.685,27,unknown,39,['unknown'],high,Positive
Dua Lipa,7dFC7tmwFknyPq3k32jiik,Don't Start Now,0.794,0.793,11,-4.521,0,0.0825,0.0124,0.0,0.0953,0.682,123.947,88,dance_pop pop uk_pop,47,"['dance_pop', 'pop', 'uk_pop']",low,Neutral
Peaches,0MAior6fZ9hfPgzjphQLXk,Boys Wanna Be Her,0.775,0.513,2,-3.863,1,0.098,0.159,1.44e-06,0.0815,0.711,139.036,46,alternative_dance art_pop dance-punk electroclash escape_room new_rave,0,"['alternative_dance', 'art_pop', 'dance-punk', 'electroclash', 'escape_room', 'new_rave']",low,Neutral
Sia,4VrWlk8IQxevMvERoX08iC,Chandelier,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,82,australian_dance australian_pop pop,79,"['australian_dance', 'australian_pop', 'pop']",low,Neutral
Tokio Hotel,1TWU0OoTdbtkk5x29WN0kX,Chateau,0.45,0.8,9,-4.042,0,0.0369,0.00214,0.0,0.121,0.345,87.565,54,german_pop_rock,33,['german_pop_rock'],low,Neutral
Gossip,4hjfOnzzrrrDAGt286htU6,Move in the Right Direction,0.76,0.877,2,-3.681,0,0.0355,0.0329,0.432,0.143,0.423,126.977,49,alternative_dance electroclash electropop new_rave olympia_wa_indie,50,"['alternative_dance', 'electroclash', 'electropop', 'new_rave', 'olympia_wa_indie']",high,Positive
Miley Cyrus,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,81,dance_pop pop post-teen_pop,78,"['dance_pop', 'pop', 'post-teen_pop']",low,Neutral
Whitney Houston,5OqmLY18KXsZR1aGrXP3ZI,It's Not Right but It's Okay - Thunderpuss Mix/Remastered: 2000,0.735,0.944,8,-4.872,1,0.041,0.01,0.00308,0.048,0.761,129.994,74,dance_pop pop urban_contemporary,57,"['dance_pop', 'pop', 'urban_contemporary']",high,Positive
Candy Crash,3ilqgL76o0NyIfwxfAO4Fb,Little Too High,0.64,0.758,1,-4.96,0,0.035,0.0145,0.14,0.178,0.671,128.046,1,unknown,0,['unknown'],high,Negative
RuPaul,1oSUTFfnEwftOTRxpLKWOY,The Realness (feat. Eric Kupper),0.708,0.814,7,-5.737,0,0.045,0.00219,9.74e-05,0.109,0.858,125.991,59,dance_pop diva_house pop strut,49,"['dance_pop', 'diva_house', 'pop', 'strut']",low,Neutral
Alaska Thunderfuck,25Y5EIIljjyEhKdl23zv6j,Your Makeup Is Terrible,0.569,0.915,11,-5.715,0,0.348,0.0118,0.0,0.0974,0.585,128.054,41,dance_pop electropop strut,0,"['dance_pop', 'electropop', 'strut']",high,Negative
Little Mix,7IOuCLt770D8v0u3SVaDeI,Wasabi,0.847,0.656,2,-4.976,1,0.115,0.00451,0.000854,0.143,0.234,114.001,77,dance_pop girl_group pop post-teen_pop talent_show uk_pop,68,"['dance_pop', 'girl_group', 'pop', 'post-teen_pop', 'talent_show', 'uk_pop']",low,Neutral
Janelle Monáe,3IJCSQoLF4YzPAKaxq2JLb,Yoga,0.74,0.546,7,-5.674,0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,65,afrofuturism alternative_r&b atl_hip_hop dance_pop electropop escape_room neo_soul pop r&b urban_contemporary,53,"['afrofuturism', 'alternative_r&b', 'atl_hip_hop', 'dance_pop', 'electropop', 'escape_room', 'neo_soul', 'pop', 'r&b', 'urban_contemporary']",low,Neutral
Madonna,7j5TIXPi0cCbSSqItmbyZy,Vogue,0.748,0.84,6,-7.701,1,0.0421,0.00348,0.00647,0.44,0.304,115.997,76,dance_pop pop,62,"['dance_pop', 'pop']",low,Neutral
RuPaul,1mI23ynlBTWed9Xh5T4G5e,Cover Girl,0.907,0.779,6,-4.369,0,0.0957,0.00745,9.47e-06,0.611,0.761,127.978,59,dance_pop diva_house pop strut,35,"['dance_pop', 'diva_house', 'pop', 'strut']",low,Neutral
LMB DG,6NwyHRfUVnUBUZW9W5McAZ,Pull Up,0.777,0.495,4,-12.427,0,0.175,0.333,7.7e-06,0.11,0.409,125.966,35,unknown,0,['unknown'],low,Neutral
Ben Ruettiger,7m6YoApyh8FYdsuYKSPPFX,4ever,0.686,0.494,11,-9.259,0,0.0611,0.246,0.0,0.123,0.649,139.965,6,unknown,1,['unknown'],low,Neutral
BAYWUD,4CcZQ8FmJhw8iYv6fytJyj,Last Call,0.684,0.492,9,-7.755,0,0.036,0.166,0.0,0.041,0.4,80.053,13,unknown,26,['unknown'],low,Neutral
Eddie the Kidd,1ER7kURmhMiWiPZnZk8OJr,This Isn't Love (Kidd and Friends),0.591,0.696,2,-8.57,1,0.0479,0.111,0.0,0.155,0.351,101.015,2,unknown,3,['unknown'],high,Positive
Popdorian,77hH8JzKxbPP97AU8c6uCt,Magnificent,0.582,0.884,0,-5.98,1,0.058,0.00245,0.00244,0.142,0.554,139.94,18,unknown,25,['unknown'],high,Positive
Madyx,49LWUWtAL729yHN6Wzbcpb,Some Kisses,0.69,0.866,7,-4.493,1,0.0339,0.00538,0.000156,0.0427,0.651,120.021,26,unknown,7,['unknown'],low,Neutral
Chey Rose,2NWRR4Hy49RvY57VRRlrBm,when the dust settles,0.543,0.45,7,-10.023,1,0.112,0.624,5.46e-06,0.288,0.234,83.945,24,unknown,31,['unknown'],low,Neutral
Jay Alan,7fjZMd96X8mo5XfjXOGcFN,Got Feelings,0.663,0.644,7,-6.321,1,0.0372,0.538,0.00302,0.178,0.794,147.058,18,unknown,25,['unknown'],low,Neutral
Pikes,1jhh7Od66ONyyI0666tXTb,Second Wind,0.712,0.464,10,-17.149,1,0.0601,0.295,0.0325,0.0653,0.541,163.968,24,unknown,0,['unknown'],low,Neutral
Jay Alan,1Foe9vhMhg1pDB1IPjDqii,Something Slow to Dance To,0.568,0.4,8,-9.066,1,0.0288,0.644,0.0,0.114,0.196,79.992,18,unknown,24,['unknown'],high,Negative
Finn Anderson,3IYAwgKQsKVw85EknORkxA,The Lighthouse,0.463,0.42,5,-12.779,0,0.0411,0.186,0.551,0.117,0.538,95.072,22,unknown,7,['unknown'],low,Neutral
Dan Zimmerman,3CdmaLc6l8HZLAeghloJDl,Carry You,0.515,0.296,7,-12.27,1,0.0313,0.858,5.31e-06,0.0889,0.443,123.919,9,unknown,19,['unknown'],low,Neutral
James Walker,0vvLfJccEDISXBp1KurC1H,The Conversation - Instrumental,0.38,0.195,7,-17.879,0,0.0332,0.853,0.853,0.116,0.141,69.998,36,unknown,23,['unknown'],low,Neutral
Seeva,0E4XFbSbafR9jnqEImhF0O,Twenty-two,0.643,0.353,9,-8.392,1,0.031,0.808,0.0,0.171,0.391,114.97,19,unknown,25,['unknown'],low,Neutral
Derek DeRush,4b3nZEFqiS95suLWaccZqU,Satellites,0.408,0.383,5,-7.154,1,0.0569,0.714,0.0,0.142,0.334,81.611,20,unknown,38,['unknown'],low,Neutral
Vojta,15lHIN8UrUPdCPugF8rW5Y,Equally in Love,0.749,0.628,7,-7.489,0,0.0305,0.278,0.0,0.129,0.725,116.03,8,unknown,21,['unknown'],high,Positive
Martin Baltser,4ZocW2dOgIhCJ1EahWGjiY,Our Rockets,0.657,0.447,2,-11.381,1,0.0363,0.441,0.017,0.151,0.745,96.988,12,aarhus_indie,16,['aarhus_indie'],low,Neutral
Jason Justly,3Kx9eEc5k2PR4zyQIgAmdu,Echo,0.6,0.692,4,-9.408,1,0.0278,0.0939,0.000166,0.18,0.545,140.011,10,unknown,13,['unknown'],low,Neutral
Zach Benson,6O75SLCcWpsrL9OsZ0xCZc,Sunset,0.347,0.55,9,-9.335,1,0.041,0.455,2.87e-05,0.345,0.34,83.585,28,unknown,23,['unknown'],low,Neutral
Popdorian,3LexowXvObCCnRhp3y6Fax,Loving you was easier when I was in love with you,0.618,0.853,7,-5.536,1,0.0584,0.00323,0.000133,0.118,0.727,119.99,18,unknown,19,['unknown'],high,Positive
Fruut,1ws4T5Okwpn7AB26UmDVSf,Love Language,0.586,0.476,9,-7.698,0,0.0262,0.0812,3.22e-06,0.206,0.217,91.982,26,unknown,22,['unknown'],high,Positive
Nai'a,7CvrAuatkkmpTd8Pd5iGtl,London,0.45,0.417,0,-8.945,1,0.0364,0.405,6.84e-05,0.0791,0.196,119.68,13,unknown,29,['unknown'],low,Neutral
