artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
Dani Umpi,spotify:track:0oXAx3Gj3yW6C8DgoSrRis,spotify:artist:1KYLoFQ7Cwm4eOHruB5OMI,Tebas,spotify:album:5kO3TdH1b1dXZYAhoKYokv,235946,Lechiguanas,Dani Umpi
Scissor Sisters,spotify:track:154Ada4WZXskIMnsKiy26u,spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,Let's Have A Kiki,spotify:album:2P12s0AcooZGvM6mfgeuw3,230165,Magic Hour (Deluxe),Scissor Sisters
morgxn,spotify:track:4I1o10KjPFASPtaFZbwFJ9,spotify:artist:034u8Qcs47NHkRQXaWkLXW,me without you,spotify:album:07hIcfKFcbsOSWpvsGslyE,218293,vital,morgxn
Todrick Hall,spotify:track:3eOYEYe2VUsiOSCW53OiZv,spotify:artist:0gBvuNzrFCOVaiyKexoYMH,Wrong Bitch,spotify:album:1abVmBsdc82pIj9CQu7cN0,158222,Straight Outta Oz,"Todrick Hall, Bob the Drag Queen"
Perfume Genius,spotify:track:52WTLETEHs5jwCr7LCq0VW,spotify:artist:2ueoLVCXQ948OfhVvAy3Nn,Queen,spotify:album:28FxHb9OJRzAch4DwUUsaT,230719,Too Bright,Perfume Genius
Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ,Livin' la Vida Loca,spotify:album:1k1Cr3nlJDa8pvwZUJ5xfj,243160,Ricky Martin,Ricky Martin
Rob Halford,spotify:track:55PV263YZXsyel112pUSus,spotify:artist:7CTjkl9M3enzBBfm1u10Sy,Into the Pit,spotify:album:7auGe292qh4AdxxcHP1cYc,258066,The Essential Rob Halford,"Rob Halford, Fight"
Benjamin Gibbard,spotify:track:2AjsMkPcC7mCs5F2E00taI,spotify:artist:4CvZd3qzC2HbLxAoAEBRIL,And I Love Him,spotify:album:1Roqqh9z76dk77g98fiR2E,162933,Universal Love - Wedding Songs Reimagined,Benjamin Gibbard
Sam Smith,spotify:track:0TdKJnJqeONlGZpfI1Wn93,spotify:artist:2wY79sveU1sp5g7SokKOiI,HIM,spotify:album:3XftSbguntyRTBQaGItmfK,190087,The Thrill Of It All (Special Edition),Sam Smith
Tom Goss,spotify:track:0GxoJnPp5dsEPsRJYNfkA0,spotify:artist:1zLAXcROEhMZL9IhVu5Vvh,You and I (Against the World),spotify:album:3PBeTKsxF3idVPTsFUTJaY,240426,Lost Songs and Underdogs,Tom Goss
Joey Graceffa,spotify:track:5sBdbAZ2a2LJ775CsbkM2h,spotify:artist:50zhmSD9wi3LHamXKx8A2W,Don't Wait,spotify:album:7vynUmVpp3L0DIcLKAIOXO,205624,Don't Wait,Joey Graceffa
jesse saint john,spotify:track:76y30KySh3KiupEIi1SgVM,spotify:artist:7wTIHB7Udnj65nMz4R5bj9,MOVE,spotify:album:2dxZqZnhMn7K8ukYBqucDp,151728,MOVE,jesse saint john
Trevi Moran,spotify:track:1MEmb7n1ZB73kCRcYRFg4i,spotify:artist:2mMuXvJVBA9Ft34x9WYpP2,Sinner,spotify:album:3KrRy9Oo1aF593LZqaJGLF,225306,Sinner,Trevi Moran
PWR BTTM,spotify:track:6shhReGKYdzCXtXxCIc1dF,spotify:artist:5712BvYQ5m5Wcah576OFH4,I Wanna Boi,spotify:album:3FrmJL0ehkWgUM2qVXfT2h,122972,Ugly Cherries,PWR BTTM
Geo Louis,spotify:track:6mGPEWerSOpuPaV0ngZOAP,spotify:artist:6i8FXSvzOusj0ZrMtX8Cif,Him,spotify:album:2AZQ50htG3veYXaqNlXLbi,223139,Him,Geo Louis
Frank Ocean,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Thinkin Bout You,spotify:album:392p3shh2jkxUxY2VHvlH8,200746,channel ORANGE,Frank Ocean
Keiynan Lonsdale,spotify:track:7aTY1ZcvGVPy8B9hqjeER5,spotify:artist:0tkkz8CmkHga4YZgSHEDVl,Kiss The Boy,spotify:album:6r99nrS4l5OKF1CD03WoNi,261547,Kiss The Boy,Keiynan Lonsdale
Mykki Blanco,spotify:track:0XsCES6ZULNT2cfAuMzfp2,spotify:artist:2tSv9mEQSuNVMGr9qjYfkr,Wish You Would (feat. Princess Nokia),spotify:album:4C8Tr5NjjrfkuJgdV0sKNI,172953,Spring/Summer 2014,"Mykki Blanco, Princess Nokia"
Big Freedia,spotify:track:1nMTBjKdCNPQoZdxsxzTLE,spotify:artist:2gyv1akuIB9fQvXoGSPaJr,Booty-Whop,spotify:album:0e6OBPayhe2ljUVUk2T3Py,218252,Booty-Whop,Big Freedia
KAYTRANADA,spotify:track:33pDmPx2pkJ7JCAQpRDQ9B,spotify:artist:6qgnBH6iDM91ipVXv28OMu,GLOWED UP,spotify:album:1dZZh7PvVgce1DDsDPzy8Z,298026,99.9%,"KAYTRANADA, Anderson .Paak"
Left at London,spotify:track:3k1xI9HUi76EEhKkWxYtbe,spotify:artist:3xPCFC8f7U3raEXOXQ3MrE,I DONT TRUST U ANYMORE,spotify:album:64h5qsiQY7u3uk4vp5aexa,151562,I DONT TRUST U ANYMORE,Left at London
Kalifa,spotify:track:6rVDRQphQlrdylUGMh7FaH,spotify:artist:0e53LR6d2xTKZz9om9ZGyO,Hey,spotify:album:1v8Py9AQuLOfJTzKsTtHy8,202557,Hey,Kalifa
Grizzly Bear,spotify:track:0iTpQYzJnYgh7kIxyq8A2O,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Two Weeks,spotify:album:6FIFqclBriPCb0SjWDaHIk,243160,Veckatimest,Grizzly Bear
Superfruit,spotify:track:6zJznQATy5aYSduaMgHIxA,spotify:artist:50VoYemccTaftNfFqWtlXd,Heartthrob,spotify:album:0Nq4Sve58GRDINSpbFMyz6,178946,Future Friends,Superfruit
Xiu Xiu,spotify:track:4bAKDSZrZhnyVu3IcjAYLF,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9,I Luv the Valley OH!,spotify:album:0QvaodKwwxgNZDxkmafO1w,179133,Fabulous Muscles,Xiu Xiu
Calum Scott,spotify:track:4yFsOEAtQXXyi0iK9VHjOp,spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,Dancing On My Own,spotify:album:7svCjsI5rs6xm58d82z5Pl,260285,Only Human (Deluxe),Calum Scott
Cakes da Killa,spotify:track:1RsMNYWrNLEP28BHIMsoK9,spotify:artist:6MoQZOH2KnQrJhVtO9VoXC,Gon Blow (feat. Rye Rye),spotify:album:6Od4fzT5IooQiJhnfkfD02,215727,Hedonism,Cakes da Killa
Owen Pallett,spotify:track:03zkV1n3YFxKdSN4DxuOjy,spotify:artist:77Rj6PHmQJFb8nbSH62y68,Lewis Takes Off His Shirt,spotify:album:10CBKFjUjk1VxnY304125O,308480,Heartland,Owen Pallett
Anye Elite,spotify:track:4rd5odNUtqDt9VcvQ9raw0,spotify:artist:5lznL4YxKi4520fRnNm7n9,No Faux,spotify:album:3BaozVOmr8J4MTFcMRoZHC,192940,No Faux,Anye Elite
Abdu Ali,spotify:track:2RlVJ3xzpcoKUBdEq1Kbfq,spotify:artist:1sCfVwDw9jhng9PUMNcqlo,Chastity,spotify:album:0NcfRGpK7exvrTi3SdUY1z,234000,Chastity,Abdu Ali
Chris Garneau,spotify:track:7qyjBsueqlRQq3WstuxfiC,spotify:artist:6N6oxcjNigJQq0RWeC49Rg,Between the Bars,spotify:album:659TApNaySiUmoXd8qBoJS,185626,C-Sides,Chris Garneau
Bloc Party,spotify:track:2PAhcPwab2sJz340QHtunD,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,This Modern Love,spotify:album:0urhQCsjpczjC8zbTMtd8t,265706,Silent Alarm,Bloc Party
Years & Years,spotify:track:1oTPwGPqIRkJeTYAMmXF2W,spotify:artist:5vBSrE1xujD2FXYRarbAXc,Desire,spotify:album:7BZ81dThqcxbFTXKY36Oek,206773,Communion,Years & Years
Pansy Division,spotify:track:7Gjze5dPQjujzoHGOQReWT,spotify:artist:5OyEfwMlXpCWU8dWVENGgm,Fem in a Black Leather Jacket,spotify:album:3FQM6XQYuV0CMKzs1jTTBF,124316,Undressed,Pansy Division
Jeffree Star,spotify:track:2fcI0o9CkhBdOWcfGP38El,spotify:artist:0ZVqyfTk5GaaRiQNQaW9jg,Get Away With Murder,spotify:album:1IEp1xslZyXrQzK3IRj8Bm,222706,Beauty Killer,Jeffree Star
MIKA,spotify:track:6wCO5ogfiksJRDpYysqhKE,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,Good Guys,spotify:album:6zVIADLuIrdkiChta3XiSo,203480,No Place In Heaven,MIKA
Village People,spotify:track:3ypMsqUwfNFMiooMLVHfkp,spotify:artist:0dCKce6tJJdHvlWnDMwzPW,YMCA,spotify:album:4oIOg6AgN5cTIQPk00RAWS,202573,Can't Stop the Music (Original Soundtrack 1980),Village People
Vardaan Arora,spotify:track:3QWkLrNoZX1Kze2uwpZl8I,spotify:artist:5W2Oohe20LNWXAqq5aOaP2,What If,spotify:album:3FTy3iS7E2tccOR8Y1hNIz,206609,What If,Vardaan Arora
whatever mike,spotify:track:0d16jLB3r6nJlxmYFJGGbr,spotify:artist:5BhvG9bggFHpnuUkl5SnKw,R U Mad,spotify:album:7MFJzsXDKYX7sUBjZHJt3M,155077,R U Mad,whatever mike
Solomon Ray,spotify:track:7oRehVEscTe3bd9rN6f2f1,spotify:artist:6bSsC4nmXp8XTMbTO4CnkV,Así Así,spotify:album:2qDKkh1g4CmOJUGyGt1gQr,217800,Así Así,Solomon Ray
Wham!,spotify:track:0ikz6tENMONtK6qGkOrU3c,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,Wake Me Up Before You Go-Go,spotify:album:02f3y3NTsddjdUMoNiBppI,231333,Make It Big,Wham!
Culture Club,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,spotify:artist:6kz53iCdBSqhQCZ21CoLcc,Do You Really Want To Hurt Me,spotify:album:4y1hBzoffx9DaGXbObeC2w,262173,Kissing To Be Clever,Culture Club
Solo,spotify:track:788aTAxOROOTwsappixnbv,spotify:artist:5E5QWi6shjVx5yOFa0t7Gx,Hit Me With A Kiss,spotify:album:7dhacE5821DPJ9OtIT5sDM,218080,Songs 'N Sounds,Solo
Patrick Wolf,spotify:track:4ejutbOF6Ksm9QKj8u0O2j,spotify:artist:6s92YZUPkTK1HL1WIGrPKE,House,spotify:album:2flDVPf3Zo7igod40wQNlk,198973,Sundark and Riverlight,Patrick Wolf
Sylvester,spotify:track:3j1fs2X0ibiihnM4Fd4A2D,spotify:artist:5TGTpu4g8siFOIctZuQO7y,You Make Me Feel (Mighty Real),spotify:album:0yltJZ7nTGw97P0Fm7VhX8,395573,Step II,Sylvester
Bleachers,spotify:track:4xYzcWOLM685vCa5AkJXe9,spotify:artist:2eam0iDomRHGBypaDQLwWI,Alfie's Song (Not So Typical Love Song),spotify:album:7mxEr6CfzmRQN3c7PoAQIP,181078,Alfie's Song (Not So Typical Love Song),Bleachers
Lex Allen,spotify:track:6Fcbxir33raTejFj909F77,spotify:artist:7atE55vExM4e6UD6ZqpqMa,Bitch U Fabulous,spotify:album:3ZZvR0UIyib6ncOiWHuwCB,186000,Table 7: Sinners & Saints,Lex Allen
Hercules & Love Affair,spotify:track:0AzqLBEmqqc7LpGbC2wLG9,spotify:artist:1WHoAjAWGx5qLsgzpaOk7W,I Try To Talk To You,spotify:album:7nzzw3jQeC2X1k9BdDI0Th,249839,The Feast Of The Broken Heart,"Hercules & Love Affair, John Grant"
Adam Joseph,spotify:track:7rEANZC972dKQoM1OjZz2d,spotify:artist:2Dymd4r1i4EfE8iooyCi1L,Linda Evangelista (feat. Aja),spotify:album:2CAcUQnQMU4x8lqH3vdd3a,196875,Linda Evangelista,"Adam Joseph, Aja"
Will Young,spotify:track:3ncFFKyZYIfiWNaOqvSUKz,spotify:artist:2U6gqwyl9F33YxawnFrZG7,Light My Fire,spotify:album:6cX5XwYMwa4AoYC6Eyy25j,209826,From Now On,Will Young
Vampire Weekend,spotify:track:5dKBaysNJtfpyNTRa5lqDb,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,A-Punk,spotify:album:5oXBmKbyJeQftWMo87cQ9F,137760,Vampire Weekend,Vampire Weekend
Ty Herndon,spotify:track:5am4DKPeHi3aLPzEtqPBAZ,spotify:artist:1Fj0R2t4HaJa3oUe8azB8R,What Mattered Most,spotify:album:6JaWECEWqHuJzq0ir3HL30,220866,This Is Ty Herndon: Greatest Hits,Ty Herndon
Erasure,spotify:track:2RVQIq7bLi4Eu6xHPyQ46t,spotify:artist:0z5DFXmhT4ZNzWElsM7V89,A Little Respect,spotify:album:7BS88XlHgbYq4bEnO6sICd,213373,The Innocents,Erasure
Eli Lieb,spotify:track:4NWGK3Shpzn6xy8y413taO,spotify:artist:2SLFbFpW4nXuc76m37gTfy,Safe in My Hands,spotify:album:17sIiwi6n87jCKk8mEO20T,201355,Safe in My Hands,Eli Lieb
Lil Peep,spotify:track:7hf89cT5FEmLV5E9fjrjG7,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,beamer boy,spotify:album:69nnJOr40uKMOFvB1sSKLp,203373,beamer boy,"Lil Peep, Nedarb"
Sebastian Castro,spotify:track:2LiHG9iCXfu3BwvDxCZrpL,spotify:artist:6ZzH0oXkfj1TLWO8pDrkWi,You're Gay,spotify:album:07RREvtvQaa32GyvvSPPCh,189936,S.E.B.,Sebastian Castro
Wrabel,spotify:track:3vHTlIT5uIilAFf6Cy69tr,spotify:artist:7r2uG6BlFXKcwmh9ItqlII,Bloodstain,spotify:album:3zRgSbaggJiEhh8IeZtAfG,168093,Bloodstain,Wrabel
Dead Or Alive,spotify:track:0BB9eUBBaaX6GALSYNcEp7,spotify:artist:5WWSL6rElJeUk3Uc1S2RyD,You Spin Me Round (Like a Record),spotify:album:0HEKWtu7St3tKgZDKZsX90,196800,Youthquake,Dead Or Alive
Jake Shears,spotify:track:0yQZ4BDiqzrMIlypQqkHRa,spotify:artist:6prqlx3RqGdTYsXANXDCR1,Creep City,spotify:album:5llyvamnmMUvWePjTxQPM5,205186,Creep City,Jake Shears
Rainbow Kitten Surprise,spotify:track:0ZAbupc7jAQpG9IxojQ3s3,spotify:artist:4hz8tIajF2INpgM0qzPJz2,Cocaine Jesus,spotify:album:2aaWMtuGxw17AZpKhZGdXQ,229666,RKS,Rainbow Kitten Surprise
Ten Ven,spotify:track:5mwd7PvG7Q3sBBv85FIAVO,spotify:artist:0ZSLz27xUnI816MMtYfLMI,1 Bad Bitch,spotify:album:4miR8VuZxBISHa6WjrZwNE,301950,1 Bad Bitch (Ten Ven & Ripley Vs. Zebra Katz),"Ten Ven, Ripley, Zebra Katz"
MRSHLL,spotify:track:36YtYKhuTSPwitgehk8f8G,spotify:artist:0seQaFC4HsYcxj5o27Ls45,COME OVER,spotify:album:5Hke2HhBqfrLagtC72bOFN,260000,breathe,"MRSHLL, pH-1"
Who Is Fancy,spotify:track:2xSExwwFXzukzOdR6iVYMk,spotify:artist:5QSx2vpiSchSeCwc0qmfNI,Boys Like You,spotify:album:23O8NRd6IvGYh0vutNEHtT,194533,Boys Like You,"Who Is Fancy, Meghan Trainor, Ariana Grande"
Tyler Glenn,spotify:track:4fTS0P8uM3Tn2WBkU57M7l,spotify:artist:5XCujjq919BFXTnjyyDpiE,Trash,spotify:album:6Wy2fOHFH90riocdTcRtkq,215520,Excommunication,Tyler Glenn
CSS,spotify:track:7FmngwBTy8EYg7Jp7fRD5p,spotify:artist:2K13AVg3bFpHSxDM1vJ0qA,City Grrrl,spotify:album:2399wtgmT74ZEsMfyJTjKX,264373,La Liberación,"CSS, Ssion"
Sam Vance-Law,spotify:track:6TAY6u01ro1efYGh7xOmyR,spotify:artist:2M5w5QrYTg2yiuURwaQLEF,Prettyboy,spotify:album:2JwsiJGdLkphNmturxAcQS,298106,Homotopia,Sam Vance-Law
Doug Locke,spotify:track:4DeVJgjmcYsD23KzOkfgTA,spotify:artist:2F633vOMnlOtx8cIYh0f5G,#ThisCouldBeUs,spotify:album:2219CR6sDF4ydoJzuQJHTq,209684,#ThisCouldBeUs,Doug Locke
Brendan Maclean,spotify:track:1V59IszS3oRC9nt46jhJey,spotify:artist:7bFb3qT35kK9wSeZZ7pwCj,The Feeling Again,spotify:album:5xwYrFhPtiLfSQAY1fjHdv,253466,Thought I'd Cry for You Forever,Brendan Maclean
Lavender Country,spotify:track:1jbApNPzkuo1U0ZaZZ7Tb9,spotify:artist:3UAkA4R9JwTDsWSvtKqJtP,Back in the Closet Again,spotify:album:50DlqQtKUTx7zv4RHbCk7R,213208,Lavender Country,Lavender Country
Kidd Kenn,spotify:track:5XUJ4DIZNBu77aq19kSsQv,spotify:artist:5dkb0qOeUicNVLZKRGG92m,Fake Shit,spotify:album:4cSpFD8ANreLAHuDA8yiE4,214047,Fake Shit,Kidd Kenn
Lyon Hart,spotify:track:0uU2ytjUEk7LNZYvfR6GlG,spotify:artist:0ONZl6KXUDfebeJILKj42o,Falling for You,spotify:album:59Ep17VnV131bWMxqsZ6Ns,205401,Falling for You,Lyon Hart
